date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,CO_mean,CH4_mean,NMHC_mean,THC_mean
2015-04-27,14.214,18.179,3.964,32.608,9.281,,3.783,198.435,20.174,218.609
2015-04-28,19.619,26.196,6.577,33.292,8.323,,3.375,196.167,20.25,216.417
2015-04-29,11.661,14.559,2.899,12.716,5.292,,2.792,192.833,18.917,211.75
2015-04-30,14.798,19.232,4.435,13.4,6.385,,3.208,194.542,21.25,215.792
2015-05-01,20.236,26.624,6.388,17.825,8.26,,3.217,194.0,19.417,213.417
2015-05-02,15.143,19.488,4.345,24.0,9.542,,3.292,194.292,19.542,213.833
2015-05-03,12.833,16.839,4.006,14.508,5.969,,2.625,193.208,22.667,215.875
2015-05-04,7.821,10.613,2.792,10.725,5.844,,2.304,190.957,18.217,209.174
2015-05-05,7.411,9.762,2.351,16.425,7.427,,2.5,194.833,16.042,210.875
2015-05-06,10.702,13.834,3.131,19.325,7.5,,2.875,196.333,17.333,213.667
2015-05-07,12.621,16.233,3.612,17.192,7.854,,2.792,192.609,16.348,208.957
2015-05-08,13.774,18.437,4.663,13.475,8.073,,2.667,191.043,17.565,208.609
2015-05-09,26.202,34.048,7.845,21.15,9.031,,4.042,194.583,24.25,218.833
2015-05-10,7.661,10.03,2.369,22.75,6.594,,3.167,195.333,16.25,211.583
2015-05-11,10.141,13.442,3.301,12.567,6.076,,2.87,195.783,13.0,208.783
2015-05-12,11.94,16.238,4.298,11.592,3.854,,3.333,195.826,17.478,213.304
2015-05-13,6.917,9.327,2.411,20.567,5.886,,2.75,197.75,12.625,210.375
2015-05-14,17.655,22.381,4.726,23.225,8.219,,3.5,196.391,14.391,210.783
2015-05-15,16.899,22.828,5.929,27.817,6.646,,3.0,195.417,17.0,212.417
2015-05-16,16.976,22.756,5.78,17.517,6.375,,3.458,194.375,13.667,208.042
2015-05-17,10.726,14.94,4.214,20.933,6.719,,2.917,197.292,15.625,212.917
2015-05-18,14.97,20.293,5.323,18.122,6.031,,3.826,197.435,21.87,219.304
2015-05-19,13.204,17.831,4.627,9.783,6.042,,4.167,192.957,23.478,216.435
2015-05-20,10.756,15.494,4.738,18.8,7.168,,3.542,198.042,24.833,222.875
2015-05-21,7.613,10.107,2.494,9.35,6.562,,3.042,195.167,18.125,213.292
2015-05-22,16.708,22.5,5.791,17.042,8.688,,3.833,196.417,29.958,226.375
2015-05-23,18.441,24.804,6.363,23.305,7.948,,3.792,196.792,22.875,219.667
2015-05-24,12.5,17.0,4.5,28.358,8.24,,3.792,197.542,21.542,219.083
2015-05-25,12.095,15.173,3.077,26.858,9.219,,3.478,197.043,22.174,219.217
2015-05-26,15.006,18.917,3.911,22.717,10.177,,3.25,195.958,22.292,218.25
2015-05-27,20.405,25.929,5.524,23.208,11.662,,3.125,195.958,22.167,218.125
2015-05-28,19.202,23.607,4.405,29.842,10.052,,3.333,195.75,22.208,217.958
2015-05-29,15.137,18.649,3.512,23.175,9.562,,2.708,192.875,20.042,212.917
2015-05-30,11.083,13.929,2.845,30.067,9.0,,3.333,194.958,20.833,215.792
2015-05-31,8.03,10.399,2.369,24.683,6.166,,2.875,192.958,22.875,215.833
2015-06-01,10.12,14.634,4.514,16.242,6.456,,2.652,194.409,20.909,215.318
2015-06-02,14.851,19.385,4.534,23.017,6.614,,2.25,192.25,24.75,217.0
2015-06-03,13.44,17.881,4.441,10.483,5.146,,3.042,201.333,24.75,226.083
2015-06-04,10.036,13.72,3.684,10.575,6.907,,2.542,214.458,21.083,235.542
2015-06-05,10.369,14.214,3.845,7.375,4.01,,2.5,200.435,27.087,227.522
2015-06-06,6.565,8.881,2.316,5.817,4.781,,2.375,231.625,19.0,250.625
2015-06-07,7.149,9.494,2.345,12.0,4.552,,2.25,204.625,20.167,224.792
2015-06-08,8.482,12.133,3.651,8.008,3.302,,2.652,207.609,39.217,246.826
2015-06-09,15.994,25.417,9.423,7.617,5.646,,3.833,216.208,36.167,252.375
2015-06-10,16.723,24.812,8.089,15.033,7.0,,3.5,211.292,28.125,239.417
2015-06-11,18.603,25.28,6.676,18.574,4.812,,3.708,210.0,34.208,244.208
2015-06-12,13.667,20.417,6.75,27.708,6.334,,3.125,211.85,30.95,242.8
2015-06-13,13.613,17.149,3.536,37.692,7.761,,3.542,213.708,25.542,239.25
2015-06-14,9.637,11.94,2.303,29.608,5.958,,2.292,202.458,19.958,222.417
2015-06-15,10.128,13.795,3.666,28.183,6.958,,3.348,200.609,30.348,230.957
2015-06-16,16.444,23.918,7.474,26.058,6.708,,4.292,204.958,21.125,226.083
2015-06-17,13.762,19.173,5.411,29.275,6.604,,3.458,195.792,18.375,214.167
2015-06-18,8.833,11.42,2.588,11.795,3.65,,2.5,192.75,15.417,208.167
2015-06-19,7.792,10.745,2.953,5.825,3.156,,3.292,192.087,13.565,205.652
2015-06-20,9.494,12.315,2.822,10.658,4.281,,2.75,193.417,12.417,205.833
2015-06-21,8.393,10.536,2.143,13.967,6.031,,2.833,193.792,11.167,204.958
2015-06-22,14.226,19.545,5.319,17.1,5.87,,2.913,193.739,17.957,211.696
2015-06-23,15.756,20.588,4.832,28.925,6.802,,2.417,193.522,19.13,212.652
2015-06-24,13.145,16.782,3.636,27.0,6.084,,2.5,194.25,20.75,215.0
2015-06-25,12.327,16.458,4.131,15.142,5.271,,2.167,192.75,20.208,212.958
2015-06-26,10.316,14.679,4.363,6.583,3.323,,2.958,191.217,25.304,216.522
2015-06-27,5.601,7.506,1.905,7.417,4.271,,1.833,195.292,16.083,211.375
2015-06-28,4.113,5.256,1.143,8.717,5.0,,1.083,191.75,13.5,205.25
2015-06-29,7.056,10.609,3.553,6.35,4.396,,2.957,192.381,19.286,211.667
2015-06-30,11.006,16.286,5.28,11.163,4.302,,3.417,194.708,26.5,221.208
2015-07-01,7.673,11.107,3.434,6.05,3.198,,3.208,197.625,25.792,223.417
2015-07-02,9.119,11.923,2.804,19.383,5.323,,3.5,200.958,21.417,222.375
2015-07-03,15.006,19.899,4.893,24.708,7.469,,4.125,198.696,21.043,219.739
2015-07-04,12.994,18.464,5.47,23.383,5.573,,4.542,198.25,21.75,220.0
2015-07-05,6.113,8.03,1.917,15.942,3.958,,3.708,198.167,18.125,216.292
2015-07-06,10.972,14.953,3.981,18.425,4.698,,3.522,202.217,23.261,225.478
2015-07-07,16.893,22.453,5.56,12.142,3.958,,3.917,201.0,26.833,227.833
2015-07-08,14.095,21.363,7.268,9.308,4.052,,2.708,193.542,26.083,219.625
2015-07-09,15.25,25.119,9.869,13.858,5.625,,2.167,187.875,19.167,207.042
2015-07-10,14.244,22.393,8.149,13.858,5.292,,1.917,187.625,18.917,206.542
2015-07-11,10.911,15.19,4.28,13.817,4.625,,1.417,189.917,23.375,213.292
2015-07-12,9.048,15.172,6.125,12.667,4.312,,1.375,186.417,16.417,202.833
2015-07-13,5.466,16.298,10.832,5.267,4.022,,2.783,183.87,31.174,215.043
2015-07-14,7.565,12.982,5.417,9.692,4.479,,2.708,184.5,26.292,210.792
2015-07-15,10.536,18.464,7.928,12.65,4.844,,2.292,183.208,26.917,210.125
2015-07-16,4.256,6.369,2.113,3.825,2.916,,1.75,183.875,19.167,203.042
2015-07-17,6.232,10.417,4.184,4.267,2.406,,3.125,189.958,25.292,215.25
2015-07-18,6.857,10.881,4.024,11.317,3.656,,2.792,191.75,28.958,220.708
2015-07-19,9.143,14.649,5.506,12.675,3.417,,2.25,184.833,21.458,206.292
2015-07-20,6.792,12.327,5.536,7.65,3.562,,2.13,183.455,24.818,208.273
2015-07-21,5.786,11.887,6.101,4.47,3.084,,2.625,183.083,28.167,211.25
2015-07-22,10.262,17.25,6.988,7.2,3.573,,3.25,184.833,19.458,204.292
2015-07-23,8.946,16.583,7.637,7.942,3.562,,3.208,186.458,19.417,205.875
2015-07-24,9.548,17.31,7.762,10.858,4.083,,2.5,183.792,25.792,209.583
2015-07-25,10.488,18.786,8.298,16.308,5.271,,2.958,186.042,22.625,208.667
2015-07-26,6.31,12.405,6.095,9.308,3.854,,2.333,185.417,24.083,209.5
2015-07-27,9.184,15.39,6.206,11.817,4.375,,3.043,190.217,37.348,227.565
2015-07-28,8.641,12.004,3.363,19.565,4.26,,2.708,189.13,20.957,210.087
2015-07-29,8.232,11.179,2.946,31.35,5.052,,3.208,192.625,25.458,218.083
2015-07-30,11.905,15.619,3.714,36.47,5.75,,3.875,197.0,23.833,220.833
2015-07-31,14.381,19.399,5.018,39.808,7.75,,3.75,197.083,21.417,218.5
2015-08-01,12.571,17.208,4.637,39.5,8.125,,3.417,192.792,23.458,216.25
2015-08-02,11.821,15.697,3.875,41.533,8.469,,3.375,191.167,23.917,215.083
2015-08-03,11.982,16.19,4.208,39.132,7.848,,3.391,190.391,25.957,216.348
2015-08-04,14.827,21.262,6.434,44.566,9.062,,4.375,190.208,23.292,213.5
2015-08-05,15.958,21.393,5.435,47.225,8.51,,3.875,191.042,26.458,217.5
2015-08-06,13.827,20.066,6.238,36.775,7.031,,3.458,191.458,38.083,229.542
2015-08-07,12.827,17.952,5.125,24.708,7.187,,3.292,185.125,27.417,212.542
2015-08-08,12.655,17.768,5.113,28.083,7.542,,3.5,190.458,29.542,220.0
2015-08-09,9.786,12.387,2.601,30.017,7.646,,3.917,189.583,19.958,209.542
2015-08-10,12.5,16.702,4.202,28.858,7.74,,3.565,191.522,21.435,212.957
2015-08-11,12.339,16.782,4.443,27.966,7.594,,3.958,194.042,20.125,214.167
2015-08-12,12.092,16.459,4.367,30.35,5.604,,4.208,201.455,38.5,239.955
2015-08-13,8.226,12.446,4.22,14.133,4.229,,2.958,198.083,35.667,233.75
2015-08-14,6.268,9.065,2.797,9.092,4.74,,2.667,210.5,50.042,260.542
2015-08-15,7.131,9.512,2.381,20.617,6.219,,3.333,203.5,30.75,234.25
2015-08-16,5.607,8.006,2.399,17.233,4.167,,2.833,197.958,25.375,223.333
2015-08-17,7.202,11.256,4.054,5.983,3.25,,3.043,200.783,33.522,234.304
2015-08-18,9.768,14.684,4.917,9.116,4.334,,3.167,210.583,51.042,261.625
2015-08-19,9.547,14.119,4.571,6.808,3.104,,3.583,199.292,34.833,234.125
2015-08-20,9.048,14.999,5.951,9.758,3.427,,2.917,204.042,32.583,236.625
2015-08-21,8.375,13.173,4.798,13.892,3.646,,3.0,192.636,42.727,235.364
2015-08-22,7.964,11.125,3.161,10.108,5.01,,2.458,197.833,38.042,235.875
2015-08-23,5.44,7.524,2.083,8.7,4.771,,2.042,209.792,24.75,234.542
2015-08-24,7.032,11.543,4.512,10.175,4.141,,2.957,201.565,37.826,239.391
2015-08-25,4.161,8.0,3.839,6.058,2.49,,3.167,194.458,35.208,229.667
2015-08-26,5.813,8.498,2.685,5.242,4.552,,3.167,194.0,25.25,219.25
2015-08-27,9.809,14.792,4.982,12.15,5.823,,4.167,195.542,21.292,216.833
2015-08-28,9.887,13.631,3.744,20.475,5.688,,4.75,198.583,22.25,220.833
2015-08-29,7.006,10.601,3.595,18.442,3.219,,4.125,198.167,21.667,219.833
2015-08-30,5.78,8.827,3.048,8.975,3.292,,3.542,193.083,17.5,210.583
2015-08-31,10.244,15.059,4.815,9.55,2.834,,3.826,200.733,22.667,223.4
2015-09-01,7.822,13.708,5.887,6.375,2.562,,3.583,196.625,22.875,219.5
2015-09-02,8.595,12.72,4.125,9.233,4.011,,3.583,198.542,18.417,216.958
2015-09-03,9.685,15.816,6.131,9.742,3.166,,3.458,203.417,22.0,225.417
2015-09-04,9.577,13.851,4.274,19.475,4.802,,3.941,209.458,19.125,228.583
2015-09-05,7.845,11.726,3.881,14.508,3.802,,3.375,210.542,19.417,229.958
2015-09-06,6.149,8.518,2.369,13.867,3.312,,3.167,206.833,14.958,221.792
2015-09-07,8.246,12.691,4.445,4.367,3.406,,4.913,199.478,19.0,218.478
2015-09-08,10.503,15.937,5.434,7.708,3.864,,5.125,202.917,20.5,223.417
2015-09-09,9.649,14.244,4.595,5.925,3.125,,4.667,194.667,20.167,214.833
2015-09-10,7.244,10.19,2.946,4.933,4.062,,4.0,196.167,13.0,209.167
2015-09-11,9.211,13.084,3.873,11.737,5.142,,4.917,198.0,17.875,215.875
2015-09-12,8.476,12.024,3.548,18.625,4.313,,5.208,201.042,17.042,218.083
2015-09-13,4.821,6.524,1.702,13.642,4.406,,4.083,196.667,13.083,209.75
2015-09-14,7.185,11.101,3.917,9.404,3.739,,4.043,199.0,17.522,216.522
2015-09-15,8.887,12.994,4.107,14.413,3.51,,4.625,200.208,13.792,214.0
2015-09-16,12.917,18.702,5.786,16.592,3.125,,5.333,201.583,21.125,222.708
2015-09-17,10.196,15.464,5.268,8.492,2.521,,5.125,197.75,12.333,210.083
2015-09-18,6.431,9.204,2.773,9.183,3.51,,3.375,197.818,3.545,201.364
2015-09-19,7.887,11.982,4.095,10.942,4.083,,3.667,200.083,3.958,204.042
2015-09-20,4.827,7.268,2.441,9.325,3.375,,3.583,200.208,5.333,205.542
2015-09-21,6.673,10.274,3.601,10.358,3.344,,3.087,196.913,17.435,214.348
2015-09-22,7.107,11.143,4.036,14.383,3.167,,3.583,197.875,20.875,218.75
2015-09-23,5.685,8.672,2.988,16.758,3.427,,3.333,199.25,26.417,225.667
2015-09-24,8.416,12.77,4.354,9.133,2.74,,3.792,194.304,21.435,215.739
2015-09-25,10.881,15.964,5.083,11.817,3.76,,4.75,194.667,18.333,213.0
2015-09-26,8.512,12.649,4.137,7.042,3.438,,4.042,193.375,19.75,213.125
2015-09-27,6.554,9.81,3.256,14.183,3.573,,3.333,193.25,22.125,215.375
2015-09-28,10.339,16.226,5.887,15.85,4.406,,4.13,193.435,18.391,211.826
2015-09-29,8.304,11.887,3.583,13.733,4.104,,3.667,193.333,16.0,209.333
2015-09-30,8.577,12.684,4.107,10.7,3.708,,3.792,194.864,25.318,220.182
2015-10-01,11.779,19.147,7.368,12.55,2.927,,4.875,197.958,32.292,230.25
2015-10-02,6.539,9.338,2.799,11.142,3.75,,4.708,196.75,17.625,214.375
2015-10-03,8.236,11.607,3.371,10.275,4.563,,3.708,195.625,18.833,214.458
2015-10-04,5.381,6.923,1.541,17.008,5.01,,3.5,195.083,14.708,209.792
2015-10-05,8.31,12.811,4.501,7.375,3.304,,4.217,194.522,11.217,205.739
2015-10-06,7.964,12.562,4.598,7.658,3.437,,3.667,195.913,9.87,205.783
2015-10-07,7.208,11.476,4.268,7.342,3.594,,3.625,195.875,8.375,204.25
2015-10-08,9.393,13.792,4.399,15.0,4.302,,4.042,197.708,9.708,207.417
2015-10-09,12.726,18.77,6.044,25.408,5.073,,5.417,201.042,17.708,218.75
2015-10-10,13.851,18.911,5.059,35.292,4.854,,5.792,202.208,16.833,219.042
2015-10-11,6.506,9.328,2.822,21.908,4.292,,4.875,201.708,11.833,213.542
2015-10-12,6.423,9.143,2.72,11.933,3.677,,2.609,196.348,13.652,210.0
2015-10-13,7.292,9.811,2.52,11.95,4.507,,3.083,195.75,12.583,208.333
2015-10-14,12.5,18.667,6.167,15.1,4.906,,4.958,196.417,19.333,215.75
2015-10-15,14.309,22.667,8.357,17.083,3.927,,5.208,197.625,23.625,221.25
2015-10-16,15.345,24.048,8.702,14.78,4.177,,5.25,197.667,19.917,217.583
2015-10-17,12.018,18.452,6.434,14.052,3.56,,4.167,197.208,21.208,218.417
2015-10-18,9.345,12.714,3.369,20.882,4.688,,3.667,195.75,15.917,211.667
2015-10-19,11.266,16.966,5.701,17.4,3.594,,4.087,196.261,21.522,217.783
2015-10-20,15.722,22.189,6.468,25.0,6.208,,5.042,197.625,20.75,218.375
2015-10-21,13.244,19.827,6.583,33.183,4.031,,5.25,202.292,23.875,226.167
2015-10-22,10.81,15.97,5.161,28.758,4.104,,4.167,200.208,16.833,217.042
2015-10-23,12.292,19.809,7.518,16.025,3.406,,4.875,200.458,27.917,228.375
2015-10-24,10.226,14.821,4.595,33.775,4.865,,4.458,202.167,18.917,221.083
2015-10-25,2.911,3.887,0.976,11.825,3.864,,2.292,195.417,11.875,207.292
2015-10-26,9.274,14.565,5.292,11.163,3.152,,3.435,197.727,21.636,219.364
2015-10-27,12.5,20.202,7.702,11.358,3.406,,3.292,199.875,22.583,222.458
2015-10-28,6.101,8.762,2.661,11.18,4.031,,2.625,198.125,14.333,212.458
2015-10-29,10.286,15.97,5.684,14.242,4.323,,3.958,199.875,18.0,217.875
2015-10-30,10.637,16.101,5.464,23.342,5.25,,3.792,201.042,16.042,217.083
2015-10-31,6.452,10.018,3.565,11.167,3.74,,3.042,197.75,12.917,210.667
2015-11-01,7.774,12.113,4.339,10.808,2.802,,3.25,198.208,19.75,217.958
2015-11-02,12.124,21.273,9.149,11.25,2.583,,5.957,198.909,18.909,217.818
2015-11-03,10.952,16.839,5.887,13.066,3.719,,5.25,199.292,17.958,217.25
2015-11-04,14.256,25.708,11.452,11.958,3.167,,5.833,197.875,25.792,223.667
2015-11-05,16.5,28.226,11.726,19.208,4.166,,5.75,202.375,29.375,231.75
2015-11-06,20.476,34.339,13.863,29.375,4.571,,6.708,197.917,29.25,227.167
2015-11-07,14.494,21.56,7.065,17.442,3.833,,5.0,195.182,22.045,217.227
2015-11-08,10.411,15.065,4.655,10.85,3.187,,4.125,193.75,17.208,210.958
2015-11-09,13.869,23.631,9.762,10.208,3.624,,5.478,196.957,20.217,217.174
2015-11-10,11.167,17.452,6.286,4.667,3.614,,5.583,194.875,19.333,214.208
2015-11-11,8.571,15.339,6.768,4.45,2.917,,4.833,195.708,18.542,214.25
2015-11-12,11.446,17.881,6.435,6.975,3.302,,5.583,194.565,26.609,221.174
2015-11-13,15.405,22.952,7.548,11.308,2.948,,5.75,194.917,23.708,218.625
2015-11-14,11.929,17.75,5.821,5.875,2.458,,4.917,193.875,23.708,217.583
2015-11-15,9.232,12.714,3.482,6.5,3.844,,4.833,194.5,14.667,209.167
2015-11-16,10.8,19.403,8.603,7.675,3.26,,4.565,195.696,23.826,219.522
2015-11-17,21.758,39.064,17.306,12.978,3.413,,5.542,199.333,23.542,222.875
2015-11-18,15.077,23.359,8.282,4.8,2.542,,5.083,199.75,26.958,226.708
2015-11-19,7.496,11.319,3.822,3.842,2.781,,3.458,223.0,16.375,239.375
2015-11-20,15.345,26.227,10.882,12.267,4.692,,5.458,207.583,26.292,233.875
2015-11-21,10.452,17.453,7.0,12.475,3.312,,4.875,212.739,28.913,241.652
2015-11-22,11.929,17.923,5.994,16.883,3.677,,5.5,211.292,24.0,235.292
2015-11-23,16.667,27.613,10.946,20.551,3.114,,5.913,218.478,31.652,250.13
2015-11-24,10.28,15.339,5.06,10.067,3.385,,3.833,211.083,21.708,232.792
2015-11-25,10.482,16.161,5.679,5.333,2.364,,4.292,202.909,39.318,242.227
2015-11-26,11.042,18.734,7.693,6.65,2.49,,4.667,212.75,25.583,238.333
2015-11-27,6.31,9.316,3.006,5.725,3.104,,3.375,231.25,21.042,252.292
2015-11-28,9.827,13.262,3.435,9.517,3.74,,4.25,214.375,18.125,232.5
2015-11-29,12.232,18.256,6.024,16.25,3.438,,5.625,213.375,22.625,236.0
2015-11-30,16.901,31.41,14.509,23.283,3.677,,6.217,209.476,30.048,239.524
2015-12-01,15.797,31.101,15.304,15.367,2.844,,6.292,206.522,34.174,240.696
2015-12-02,19.928,34.292,14.363,13.107,3.114,,5.667,208.0,27.0,235.0
2015-12-03,9.28,13.643,4.363,12.308,2.938,,4.042,210.042,15.667,225.708
2015-12-04,4.411,6.429,2.018,9.175,3.521,,3.75,210.542,12.167,222.708
2015-12-05,6.226,8.899,2.673,9.133,3.229,,3.375,212.5,11.875,224.375
2015-12-06,12.488,18.184,5.697,16.683,3.271,,5.75,204.25,19.583,223.833
2015-12-07,13.81,23.697,9.887,8.792,2.663,,5.739,203.087,26.348,229.435
2015-12-08,14.661,29.97,15.309,7.6,2.636,,5.542,201.87,24.957,226.826
2015-12-09,16.333,30.428,14.095,7.525,2.594,,5.458,201.5,31.125,232.625
2015-12-10,21.297,31.701,10.404,10.633,2.865,,4.917,205.0,33.957,238.957
2015-12-11,8.583,11.405,2.821,2.933,2.677,,2.667,204.125,12.125,216.25
2015-12-12,8.387,12.083,3.696,13.158,2.844,,4.333,207.958,17.208,225.167
2015-12-13,13.0,18.875,5.875,17.158,3.99,,5.583,206.375,17.542,223.917
2015-12-14,15.354,26.71,11.356,11.383,3.24,,4.391,205.522,28.435,233.957
2015-12-15,22.635,41.64,19.005,13.575,3.854,,4.833,204.708,27.542,232.25
2015-12-16,9.994,14.119,4.125,13.208,3.75,,3.542,206.125,10.708,216.833
2015-12-17,6.185,8.839,2.655,6.075,3.218,,2.208,210.583,8.25,218.833
2015-12-18,13.256,22.345,9.089,8.558,3.531,,3.833,201.625,12.417,214.042
2015-12-19,9.732,13.792,4.06,7.083,3.01,,2.792,201.917,9.667,211.583
2015-12-20,12.101,18.738,6.637,11.767,2.469,,3.375,199.792,15.708,215.5
2015-12-21,21.105,38.573,17.468,15.47,2.719,,6.565,202.522,24.478,227.0
2015-12-22,17.988,36.75,18.762,11.3,3.01,,6.958,202.375,32.875,235.25
2015-12-23,20.304,28.071,7.768,12.1,2.521,,5.083,202.167,21.417,223.583
2015-12-24,19.952,30.899,10.947,14.983,4.021,,5.667,204.292,22.083,226.375
2015-12-25,10.542,15.101,4.559,13.925,3.417,,4.0,208.042,11.542,219.583
2015-12-26,8.262,12.393,4.131,21.558,4.458,,4.625,216.542,10.208,226.75
2015-12-27,6.422,8.399,1.976,22.391,4.666,,4.042,211.0,8.0,219.0
2015-12-28,9.432,18.764,9.331,6.25,3.065,,3.696,200.478,16.304,216.783
2015-12-29,8.089,12.417,4.327,8.017,3.25,,3.417,198.833,11.042,209.875
2015-12-30,12.833,19.363,6.53,14.4,3.531,,4.417,198.875,15.417,214.292
2015-12-31,8.881,13.613,4.732,16.675,3.636,,3.917,202.208,14.25,216.458
2016-01-01,6.994,9.185,2.19,12.992,2.979,17.458,3.0,200.5,3.958,204.458
2016-01-02,7.111,10.55,3.439,14.6,3.073,19.059,2.913,200.696,6.522,207.217
2016-01-03,6.429,8.434,2.006,16.35,3.521,23.006,3.083,200.167,6.0,206.167
2016-01-04,9.55,13.32,3.77,19.233,3.781,25.607,3.667,202.875,9.458,212.333
2016-01-05,5.079,6.76,1.681,8.742,2.521,11.97,2.25,197.292,4.458,201.75
2016-01-06,12.042,19.756,7.714,8.095,2.534,12.827,3.917,199.625,14.458,214.083
2016-01-07,14.56,27.506,12.946,7.417,2.688,11.5,4.583,201.25,16.792,218.042
2016-01-08,13.268,18.06,4.792,7.842,2.469,16.048,3.542,199.542,8.208,207.75
2016-01-09,6.803,8.978,2.175,13.3,2.812,19.232,3.0,197.348,2.652,200.0
2016-01-10,9.82,17.273,7.453,15.233,3.652,18.96,3.542,197.375,6.375,203.75
2016-01-11,5.851,8.518,2.667,6.508,3.438,9.988,2.417,195.5,3.167,198.667
2016-01-12,5.619,8.256,2.637,10.425,3.208,13.232,2.333,196.208,3.792,200.0
2016-01-13,6.875,9.214,2.339,12.492,3.77,15.607,3.0,196.833,4.625,201.458
2016-01-14,3.101,4.423,1.322,4.742,2.396,7.559,1.583,196.875,1.375,198.25
2016-01-15,4.232,6.012,1.78,2.825,2.576,4.815,2.208,196.542,1.542,198.083
2016-01-16,5.878,8.263,2.386,2.939,2.794,5.402,2.522,196.739,3.087,199.826
2016-01-17,12.226,20.137,7.911,5.44,3.018,8.974,4.208,196.542,7.958,204.5
2016-01-18,19.679,36.321,16.643,8.592,3.146,14.274,5.0,199.708,14.958,214.667
2016-01-19,16.066,27.958,11.893,20.2,3.427,26.673,5.917,203.083,23.167,226.25
2016-01-20,10.548,15.821,5.274,15.9,2.927,21.339,5.0,202.0,10.042,212.042
2016-01-21,8.72,11.816,3.095,20.659,4.688,24.185,5.375,202.458,8.25,210.708
2016-01-22,5.018,6.887,1.869,11.308,2.834,15.179,2.875,197.833,4.375,202.208
2016-01-23,4.923,7.569,2.646,7.85,2.835,10.924,2.783,196.348,4.652,201.0
2016-01-24,6.167,9.538,3.372,7.508,3.021,10.346,2.958,195.417,6.458,201.875
2016-01-25,12.306,20.243,7.938,7.458,3.177,10.637,4.042,196.708,10.375,207.083
2016-01-26,14.903,24.562,9.66,11.025,3.281,14.208,4.667,197.917,17.0,214.917
2016-01-27,13.229,22.722,9.493,13.317,3.427,19.553,4.375,199.167,14.667,213.833
2016-01-28,15.738,23.875,8.137,15.792,3.406,23.399,5.542,200.167,16.875,217.042
2016-01-29,18.464,26.905,8.44,18.875,3.406,30.678,4.917,203.875,15.0,218.875
2016-01-30,12.688,19.744,7.056,17.842,3.294,31.205,3.783,200.364,10.955,211.318
2016-01-31,7.435,11.137,3.702,7.908,2.668,10.633,2.917,197.208,7.708,204.917
2016-02-01,13.536,22.601,9.066,11.325,3.677,15.952,3.125,198.875,11.667,210.542
2016-02-02,6.97,9.869,2.899,8.075,3.573,10.976,2.792,196.458,6.875,203.333
2016-02-03,11.024,15.202,4.179,7.275,3.916,10.929,3.083,197.625,9.75,207.375
2016-02-04,19.524,28.566,9.041,16.683,4.833,23.637,4.667,200.875,15.042,215.917
2016-02-05,18.22,24.655,6.435,17.575,3.052,30.423,4.542,202.625,13.833,216.458
2016-02-06,4.046,6.055,2.009,15.392,3.604,19.619,2.913,198.87,3.609,202.478
2016-02-07,7.887,12.263,4.375,11.933,3.302,15.078,2.958,196.217,4.348,200.565
2016-02-08,11.607,18.131,6.524,7.967,2.99,11.446,2.75,198.083,13.667,211.75
2016-02-09,9.399,14.548,5.149,7.383,2.479,12.137,2.5,197.542,8.958,206.5
2016-02-10,4.268,6.143,1.875,6.2,2.544,9.073,1.458,196.708,2.667,199.375
2016-02-11,3.732,5.22,1.488,7.0,2.5,9.524,1.375,196.208,3.042,199.25
2016-02-12,5.315,7.304,1.988,6.033,2.948,8.506,2.125,195.708,3.208,198.917
2016-02-13,10.21,15.957,5.747,6.933,3.969,9.661,2.957,197.087,6.391,203.478
2016-02-14,8.905,12.613,3.708,11.383,3.542,15.298,3.3,196.875,5.0,201.875
2016-02-15,13.452,19.798,6.345,12.916,3.771,15.524,4.417,198.583,10.875,209.458
2016-02-16,18.821,30.315,11.494,17.583,4.146,22.97,4.708,200.917,19.75,220.667
2016-02-17,27.798,46.107,18.31,27.442,5.386,43.833,5.542,202.542,20.0,222.542
2016-02-18,8.518,12.262,3.744,7.1,3.313,12.482,3.125,197.5,6.375,203.875
2016-02-19,6.833,9.958,3.125,5.8,3.312,8.25,2.917,198.0,7.042,205.042
2016-02-20,15.882,24.672,8.79,12.392,3.608,21.062,3.652,201.696,14.957,216.652
2016-02-21,4.871,7.548,2.676,11.813,3.031,14.482,2.417,196.417,8.167,204.583
2016-02-22,16.649,25.095,8.446,8.325,2.656,13.512,3.667,198.542,25.333,223.875
2016-02-23,11.619,15.756,4.137,6.675,2.74,13.179,3.25,199.25,15.25,214.5
2016-02-24,6.083,8.869,2.786,6.067,3.156,8.351,2.5,196.208,10.042,206.25
2016-02-25,9.25,13.214,3.964,12.042,3.521,15.613,3.542,197.667,14.875,212.542
2016-02-26,9.857,13.411,3.554,18.859,4.604,23.804,3.875,201.125,11.583,212.708
2016-02-27,5.819,8.37,2.55,7.583,2.698,10.173,2.522,198.522,12.826,211.348
2016-02-28,11.863,17.94,6.078,8.95,2.969,12.385,3.167,199.5,22.0,221.5
2016-02-29,,,,,,,,,,
2016-03-01,21.351,33.274,11.922,13.892,3.614,17.75,4.167,202.375,19.083,221.458
2016-03-02,12.619,21.476,8.857,13.258,3.375,19.472,3.25,203.875,16.75,220.625
2016-03-03,10.452,14.667,4.214,13.292,4.406,17.286,3.875,200.417,11.583,212.0
