date,PM25_mean,SO2_mean,SPM_mean,NO2_mean,NOX_mean,NO_mean
2013-06-18,13.958,0.945,14.467,9.569,13.083,3.43
2013-06-19,26.652,1.666,26.304,12.815,15.984,3.24
2013-06-20,10.609,1.146,6.429,7.604,11.993,4.396
2013-06-21,6.125,1.125,6.708,7.375,11.722,4.417
2013-06-22,10.917,2.042,9.325,7.903,12.667,4.819
2013-06-23,5.875,1.222,5.584,7.129,10.522,3.52
2013-06-24,10.565,1.298,7.879,11.331,15.876,4.533
2013-06-25,15.5,0.695,13.649,9.556,12.529,3.027
2013-06-26,12.783,0.942,15.764,13.254,17.999,4.871
2013-06-27,10.458,0.299,10.726,3.444,5.583,2.069
2013-06-28,14.083,0.194,14.217,2.931,5.306,2.389
2013-06-29,16.292,0.042,13.1,2.972,5.319,2.361
2013-06-30,14.0,0.903,12.325,7.153,9.945,2.722
2013-07-01,14.583,1.681,15.583,10.264,16.181,6.028
2013-07-02,16.542,1.208,17.967,7.486,10.236,2.833
2013-07-03,10.667,0.682,10.792,6.581,8.907,2.458
2013-07-04,11.958,1.611,13.683,12.194,19.347,7.278
2013-07-05,11.458,1.75,15.017,14.208,22.333,8.222
2013-07-06,13.583,2.986,17.542,14.93,21.667,6.847
2013-07-07,11.833,1.806,11.908,9.366,12.357,3.019
2013-07-08,12.875,1.584,13.9,8.844,12.05,3.234
2013-07-09,10.417,1.153,12.983,9.083,14.528,5.486
2013-07-10,9.591,1.573,12.525,10.958,15.986,5.056
2013-07-11,14.0,2.462,15.358,16.25,24.264,8.028
2013-07-12,12.042,1.028,11.058,11.208,15.93,4.722
2013-07-13,11.792,1.444,9.833,9.028,12.931,4.028
2013-07-14,12.75,1.569,11.692,9.097,12.722,3.694
2013-07-15,18.792,1.944,19.383,8.5,10.903,2.445
2013-07-16,13.292,0.944,12.8,6.014,8.889,2.861
2013-07-17,7.625,0.464,7.8,4.208,6.208,2.012
2013-07-18,5.75,0.403,6.774,3.833,6.042,2.25
2013-07-19,9.5,0.486,9.25,4.736,7.097,2.528
2013-07-20,11.25,0.542,9.542,5.083,7.764,2.806
2013-07-21,8.167,0.375,8.125,3.014,4.619,1.631
2013-07-22,6.833,0.389,5.6,3.938,6.485,2.588
2013-07-23,6.083,0.431,5.258,3.195,5.889,2.736
2013-07-24,7.087,0.606,7.148,3.18,5.542,2.306
2013-07-25,6.25,0.366,6.05,3.444,5.653,2.125
2013-07-26,5.792,0.056,5.35,3.139,5.736,2.597
2013-07-27,3.875,0.361,4.525,3.07,5.556,2.431
2013-07-28,5.167,0.278,4.467,3.083,4.819,1.778
2013-07-29,6.087,0.153,6.417,4.319,7.444,3.139
2013-07-30,12.429,0.181,11.292,5.208,8.028,2.778
2013-07-31,8.583,0.434,9.323,4.59,8.106,3.487
2013-08-01,8.958,0.472,8.075,4.056,7.625,3.681
2013-08-02,12.958,1.736,10.35,7.889,14.819,7.014
2013-08-03,11.375,1.417,10.758,6.75,12.458,5.736
2013-08-04,7.958,1.278,6.917,5.343,8.894,3.622
2013-08-05,11.833,0.597,12.95,4.311,6.934,2.636
2013-08-06,9.458,0.861,10.292,5.528,8.555,3.042
2013-08-07,18.875,1.597,24.6,8.805,12.472,3.681
2013-08-08,26.13,1.159,35.458,10.445,15.056,4.583
2013-08-09,23.292,0.458,41.375,11.639,15.083,3.361
2013-08-10,11.958,1.125,13.975,9.25,13.264,4.097
2013-08-11,16.125,0.875,17.75,8.417,12.736,4.333
2013-08-12,19.0,1.167,20.177,9.5,14.417,4.958
2013-08-13,11.292,1.028,13.1,7.583,10.958,3.486
2013-08-14,20.167,1.344,29.175,8.096,10.924,2.871
2013-08-15,25.083,1.195,40.892,5.861,7.972,2.153
2013-08-16,16.625,0.889,28.316,8.736,11.097,2.472
2013-08-17,25.125,0.958,45.062,5.542,6.944,1.417
2013-08-18,26.25,0.986,47.354,5.174,7.135,1.862
2013-08-19,17.875,1.306,24.99,9.916,14.696,4.879
2013-08-20,13.458,1.569,15.135,14.542,21.555,6.958
2013-08-21,9.167,1.464,10.83,9.029,14.301,5.288
2013-08-22,7.375,1.205,6.717,8.806,15.75,7.125
2013-08-23,8.583,0.708,9.158,8.569,13.222,4.708
2013-08-24,10.708,1.028,11.175,9.764,14.361,4.722
2013-08-25,9.167,0.875,7.042,9.347,13.792,4.542
2013-08-26,7.208,0.653,4.9,6.708,10.708,4.055
2013-08-27,7.875,1.0,8.35,9.236,13.708,4.556
2013-08-28,9.316,0.96,6.589,8.435,14.597,6.245
2013-08-29,8.917,0.694,4.991,7.889,13.5,5.764
2013-08-30,8.208,0.75,6.308,11.708,16.486,4.806
2013-08-31,8.417,0.319,7.492,6.333,9.028,2.764
2013-09-01,4.667,0.208,5.033,3.55,5.072,1.607
2013-09-02,6.458,0.361,5.858,5.079,7.315,2.166
2013-09-03,6.333,0.458,6.533,9.069,14.75,5.75
2013-09-04,10.273,1.073,7.834,10.889,16.834,6.0
2013-09-05,5.792,0.872,6.092,8.986,13.709,4.681
2013-09-06,6.708,0.472,5.833,9.042,15.653,6.625
2013-09-07,7.625,0.722,7.775,9.653,14.083,4.333
2013-09-08,6.083,0.569,4.775,8.514,13.57,5.181
2013-09-09,9.042,0.847,7.35,8.972,14.792,5.792
2013-09-10,11.208,0.736,8.192,6.861,10.375,3.556
2013-09-11,13.5,0.969,12.85,9.532,13.491,4.002
2013-09-12,15.292,1.014,13.383,13.042,19.167,6.222
2013-09-13,15.75,0.889,18.367,8.083,12.347,4.264
2013-09-14,24.542,1.417,39.083,10.18,14.597,4.445
2013-09-15,15.0,0.597,20.75,8.537,11.96,3.436
2013-09-16,7.542,0.542,6.267,9.378,13.214,3.809
2013-09-17,10.625,1.167,10.833,10.486,15.528,5.167
2013-09-18,7.391,0.801,7.358,10.403,17.528,7.125
2013-09-19,7.083,0.927,5.158,10.347,17.861,7.569
2013-09-20,13.875,1.153,12.008,9.472,15.472,6.0
2013-09-21,19.667,1.347,19.433,11.597,16.75,5.125
2013-09-22,5.125,0.375,4.833,6.069,10.472,4.472
2013-09-23,7.167,0.611,6.15,5.806,9.764,4.028
2013-09-24,9.958,1.153,10.592,10.5,16.125,5.708
2013-09-25,7.708,0.635,8.508,13.158,23.673,10.514
2013-09-26,5.25,0.944,5.95,9.694,18.611,8.958
2013-09-27,3.917,1.028,5.133,11.472,20.458,8.958
2013-09-28,5.208,0.875,5.8,8.486,14.236,5.819
2013-09-29,10.708,1.069,12.025,8.306,11.153,2.86
2013-09-30,9.167,0.403,10.383,6.9,10.212,3.256
2013-10-01,4.333,0.375,4.692,5.042,8.042,3.014
2013-10-02,6.318,0.374,6.345,5.278,7.556,2.417
2013-10-03,7.333,0.5,7.5,6.278,9.57,3.236
2013-10-04,9.708,0.625,8.316,13.653,20.694,6.986
2013-10-05,11.875,0.416,10.408,13.389,21.125,7.833
2013-10-06,13.917,0.722,12.192,11.153,16.083,4.972
2013-10-07,15.0,0.475,16.354,6.639,8.861,2.194
2013-10-08,24.083,1.304,24.286,14.861,20.139,5.334
2013-10-09,15.208,0.386,14.515,18.368,29.208,10.869
2013-10-10,16.85,0.805,12.8,15.731,26.75,11.005
2013-10-11,11.958,0.236,10.865,9.175,12.738,3.534
2013-10-12,14.958,0.542,14.092,6.167,9.028,3.0
2013-10-13,8.75,0.347,8.833,8.016,11.44,3.438
2013-10-14,8.375,0.736,7.125,9.389,14.965,5.519
2013-10-15,9.542,0.583,9.392,9.903,15.972,6.153
2013-10-16,4.091,0.139,4.25,9.166,14.556,5.458
2013-10-17,11.125,1.0,10.15,14.75,27.264,12.584
2013-10-18,16.417,1.069,15.717,19.167,32.57,13.486
2013-10-19,16.083,1.056,14.267,13.695,21.917,8.292
2013-10-20,9.875,0.25,7.9,5.375,7.264,1.889
2013-10-21,6.542,0.069,5.0,5.736,8.958,3.236
2013-10-22,10.458,0.097,9.808,5.792,8.43,2.583
2013-10-23,15.083,0.308,14.617,6.676,10.008,3.319
2013-10-24,9.5,0.236,8.142,3.944,5.93,2.028
2013-10-25,9.583,0.445,7.761,11.153,14.792,3.653
2013-10-26,11.083,0.5,10.775,12.18,17.361,5.18
2013-10-27,2.667,0.32,5.375,11.346,18.786,7.452
2013-10-28,7.792,0.931,7.45,19.032,38.933,19.972
2013-10-29,18.8,1.167,14.517,23.111,45.278,22.333
2013-10-30,21.409,0.96,17.533,24.111,41.097,17.028
2013-10-31,32.125,1.369,29.3,15.792,28.056,12.236
2013-11-01,15.083,0.639,13.834,18.222,33.417,15.375
2013-11-02,12.75,0.681,11.433,21.083,41.93,21.014
2013-11-03,12.75,0.514,10.175,16.292,25.083,8.972
2013-11-04,17.542,0.625,15.35,15.75,26.736,11.097
2013-11-05,21.375,1.222,18.433,18.806,35.903,17.111
2013-11-06,21.609,0.951,17.826,17.722,35.21,17.547
2013-11-07,15.333,0.708,13.234,10.861,16.111,5.208
2013-11-08,9.333,0.556,9.983,7.903,12.305,4.472
2013-11-09,5.0,0.5,5.5,13.542,23.75,10.278
2013-11-10,9.0,0.347,9.417,5.457,7.66,2.118
2013-11-11,4.917,0.431,6.125,10.411,16.404,6.009
2013-11-12,3.917,0.5,5.033,15.195,24.986,9.889
2013-11-13,7.696,1.336,8.292,23.43,45.986,22.625
2013-11-14,9.917,1.692,9.633,24.861,55.25,30.333
2013-11-15,12.75,1.278,10.55,21.264,40.875,19.639
2013-11-16,29.292,2.014,27.084,23.986,50.667,26.778
2013-11-17,23.583,1.056,22.133,17.542,30.75,13.319
2013-11-18,16.708,1.458,16.492,23.292,41.028,17.75
2013-11-19,6.667,1.042,6.975,19.319,36.097,16.805
2013-11-20,5.333,0.704,6.267,13.12,22.479,9.432
2013-11-21,5.042,0.722,5.292,13.25,22.167,9.028
2013-11-22,9.167,0.667,8.767,16.028,23.736,7.722
2013-11-23,9.292,0.458,8.433,13.5,19.472,6.166
2013-11-24,12.958,0.514,10.558,18.998,34.596,15.753
2013-11-25,11.458,0.583,9.767,9.701,14.555,4.897
2013-11-26,12.625,1.194,12.883,5.361,8.694,3.389
2013-11-27,9.136,0.847,8.567,12.778,21.306,8.486
2013-11-28,5.458,0.575,6.142,11.347,19.667,8.25
2013-11-29,5.417,0.778,5.95,16.861,30.695,13.903
2013-11-30,6.125,0.708,7.433,10.764,16.583,5.875
2013-12-01,7.0,0.472,6.383,8.708,13.014,4.305
2013-12-02,8.917,1.389,7.008,20.111,33.083,13.083
2013-12-03,11.875,1.5,9.525,23.333,49.792,26.528
2013-12-04,14.0,1.842,11.533,27.438,61.583,34.229
2013-12-05,17.292,1.639,14.975,24.986,48.417,23.472
2013-12-06,8.625,0.916,8.975,13.805,23.43,9.639
2013-12-07,8.75,0.625,7.408,16.292,25.889,9.681
2013-12-08,10.542,1.167,9.383,16.394,24.989,8.623
2013-12-09,9.375,1.514,9.233,20.915,40.547,19.675
2013-12-10,9.625,1.083,11.908,14.945,26.778,11.889
2013-12-11,5.045,0.577,5.139,9.25,14.292,5.111
2013-12-12,6.292,0.709,5.65,11.403,17.597,6.18
2013-12-13,5.875,0.806,6.175,10.903,16.819,5.903
2013-12-14,8.0,1.042,7.558,11.625,18.153,6.597
2013-12-15,4.708,0.875,6.1,9.625,14.583,4.986
2013-12-16,3.458,0.68,3.567,9.236,15.778,6.611
2013-12-17,3.708,0.833,5.892,16.431,26.681,10.319
2013-12-18,7.625,1.565,7.698,25.048,51.785,26.766
2013-12-19,6.167,0.883,5.96,13.94,22.822,8.895
2013-12-20,5.087,0.986,6.233,10.281,16.061,5.833
2013-12-21,4.542,0.764,6.383,21.708,34.694,13.083
2013-12-22,3.333,0.528,4.35,12.728,18.695,5.996
2013-12-23,8.292,0.861,7.767,21.573,31.337,9.85
2013-12-24,8.25,1.139,7.4,21.597,34.153,12.542
2013-12-25,8.217,1.729,8.55,21.694,45.111,23.458
2013-12-26,7.625,0.881,9.016,13.194,21.708,8.542
2013-12-27,3.417,0.584,5.75,7.306,11.945,4.653
2013-12-28,3.292,0.667,4.483,9.625,14.889,5.222
2013-12-29,5.583,0.694,6.884,7.667,11.042,3.472
2013-12-30,8.917,1.347,6.4,9.125,13.556,4.444
2013-12-31,9.5,1.417,9.617,16.736,24.611,7.944
2014-01-01,7.438,1.744,11.014,14.708,19.472,4.792
2014-01-02,4.188,1.333,7.931,8.458,11.37,2.981
2014-01-03,5.584,1.771,8.43,11.597,15.944,4.333
2014-01-04,9.104,2.375,11.958,20.937,33.494,12.542
2014-01-05,15.792,3.833,17.82,29.382,53.51,24.099
2014-01-06,11.292,1.854,16.514,11.25,15.042,3.861
2014-01-07,6.891,1.646,9.333,5.881,9.154,3.299
2014-01-08,3.938,2.234,7.389,14.083,21.597,7.597
2014-01-09,2.896,2.312,7.833,13.444,20.056,6.694
2014-01-10,6.896,1.562,9.917,8.736,11.944,3.278
2014-01-11,6.666,1.666,10.125,9.542,13.528,4.084
2014-01-12,0.104,1.0,5.583,7.444,10.764,3.458
2014-01-13,6.333,2.312,8.708,11.347,16.778,5.514
2014-01-14,8.438,2.542,11.903,16.972,24.583,7.681
2014-01-15,16.479,2.418,20.958,27.472,41.708,14.25
2014-01-16,7.334,1.875,11.514,22.705,36.996,14.529
2014-01-17,3.271,0.625,6.806,7.389,11.0,3.597
2014-01-18,3.771,0.938,7.347,8.297,11.06,2.861
2014-01-19,7.375,1.166,11.625,17.644,27.422,9.777
2014-01-20,5.458,1.438,8.764,15.931,27.319,11.403
2014-01-21,7.704,2.25,11.389,34.278,68.875,34.556
2014-01-22,6.48,1.372,13.017,23.667,41.0,17.417
2014-01-23,4.254,0.479,7.222,7.597,12.0,4.556
2014-01-24,5.111,0.938,8.264,18.514,28.458,10.0
2014-01-25,7.458,0.708,10.278,24.458,37.056,12.611
2014-01-26,10.458,1.562,14.875,21.319,38.972,17.583
2014-01-27,14.431,1.5,19.833,14.125,21.722,7.555
2014-01-28,8.593,1.438,9.899,11.68,16.667,5.069
2014-01-29,7.097,1.206,9.417,18.319,28.125,9.889
2014-01-30,7.042,1.084,9.542,18.752,32.803,14.149
2014-01-31,3.972,0.562,7.083,8.458,12.334,3.847
2014-02-01,3.167,0.229,6.139,6.057,8.908,2.852
2014-02-02,3.222,0.479,6.306,9.395,14.563,5.253
2014-02-03,3.472,0.375,7.597,10.181,16.167,5.972
2014-02-04,4.971,0.688,8.639,20.306,33.708,13.43
2014-02-05,6.055,1.271,9.861,19.528,32.542,13.083
2014-02-06,6.389,1.208,10.875,19.917,32.472,12.583
2014-02-07,12.986,1.334,15.778,20.083,29.889,9.819
2014-02-08,6.736,0.792,11.931,8.347,10.347,2.0
2014-02-09,6.18,1.021,8.722,6.805,10.861,4.153
2014-02-10,5.278,1.604,8.486,11.445,18.708,7.236
2014-02-11,7.292,1.458,10.945,23.931,38.139,14.153
2014-02-12,13.583,1.85,17.43,25.847,40.694,14.917
2014-02-13,5.375,1.021,7.958,9.438,13.99,4.607
2014-02-14,4.181,1.125,7.569,9.861,14.403,4.569
2014-02-15,4.07,1.312,7.361,6.483,9.271,2.805
2014-02-16,4.208,0.729,7.444,8.109,12.978,4.857
2014-02-17,3.925,1.062,7.055,18.25,32.306,14.139
2014-02-18,4.722,1.25,8.528,5.722,8.347,2.625
2014-02-19,4.431,0.912,7.875,19.597,29.805,10.195
2014-02-20,6.056,0.812,8.917,19.125,27.25,8.042
2014-02-21,5.764,1.021,9.514,14.861,20.264,5.5
2014-02-22,8.833,1.062,13.778,7.083,9.32,2.236
2014-02-23,29.083,2.042,44.569,8.847,12.056,3.222
2014-02-24,21.347,1.52,31.347,8.306,11.889,3.458
2014-02-25,12.917,1.792,17.889,15.278,21.625,6.361
2014-02-26,10.625,1.432,15.333,13.639,22.931,9.361
2014-02-27,6.097,0.458,10.486,7.263,10.6,3.461
2014-02-28,4.278,0.458,7.861,7.695,11.167,3.625
2014-03-01,5.556,0.25,10.681,15.031,18.822,3.932
2014-03-02,7.945,0.688,12.542,9.85,13.524,3.674
2014-03-03,9.5,1.188,14.889,8.82,12.542,3.75
2014-03-04,3.667,0.916,6.725,8.764,11.847,3.083
2014-03-05,8.625,0.79,12.93,13.431,20.0,6.556
2014-03-06,11.653,1.792,14.736,14.583,21.611,7.181
2014-03-07,10.264,1.584,14.264,8.722,12.5,3.792
2014-03-08,8.847,1.146,12.417,13.483,18.493,5.099
2014-03-09,7.972,1.166,12.903,6.375,8.403,2.139
2014-03-10,3.014,0.583,10.018,6.806,9.611,2.875
2014-03-11,6.0,0.334,8.736,4.43,7.458,2.944
2014-03-12,7.25,0.891,9.319,6.347,10.236,3.875
2014-03-13,7.153,1.688,10.028,12.898,18.072,5.302
2014-03-14,8.139,1.708,10.875,17.694,26.431,8.722
2014-03-15,9.667,1.584,12.667,12.236,15.376,3.336
2014-03-16,13.986,2.062,19.903,20.668,27.514,6.934
2014-03-17,20.681,2.417,26.68,23.072,33.458,10.383
2014-03-18,21.641,1.625,27.309,10.622,14.398,3.869
2014-03-19,20.319,1.056,24.903,7.88,10.042,2.3
2014-03-20,10.07,0.771,13.403,11.667,15.041,3.417
2014-03-21,14.0,1.042,17.306,12.125,16.25,4.18
2014-03-22,12.611,0.646,16.194,5.264,6.611,1.292
2014-03-23,7.819,0.52,11.875,7.347,10.403,3.153
2014-03-24,3.556,1.104,7.681,9.458,14.653,5.306
2014-03-25,2.083,0.708,5.833,6.597,9.68,3.222
2014-03-26,11.056,1.15,14.334,12.014,17.472,5.472
2014-03-27,27.056,1.167,35.833,8.749,10.791,2.025
2014-03-28,29.486,1.958,41.639,11.542,13.875,2.361
2014-03-29,20.653,1.021,29.458,8.535,9.922,1.431
2014-03-30,27.361,1.104,34.833,12.986,15.929,3.01
2014-03-31,29.472,0.958,36.653,13.444,16.889,3.542
2014-04-01,11.25,1.584,12.0,9.125,12.528,3.486
2014-04-02,13.227,1.834,12.188,12.653,16.209,3.583
2014-04-03,20.917,2.722,24.271,18.139,24.181,6.153
2014-04-04,6.458,1.334,12.562,8.861,12.389,3.653
2014-04-05,7.792,1.25,6.979,5.541,8.5,3.028
2014-04-06,9.583,1.188,10.864,4.486,6.569,1.986
2014-04-07,16.042,1.583,18.49,9.444,12.333,3.0
2014-04-08,15.5,2.146,15.292,16.917,23.917,7.056
2014-04-09,18.125,1.448,18.272,13.499,17.293,3.78
2014-04-10,11.458,1.167,13.219,12.097,16.528,4.5
2014-04-11,7.167,1.542,7.635,8.639,12.417,3.709
2014-04-12,14.0,1.708,11.458,11.236,15.82,4.583
2014-04-13,8.792,1.084,7.51,7.945,10.851,2.936
2014-04-14,12.0,2.479,11.375,13.467,18.154,4.745
2014-04-15,21.792,1.688,25.417,14.125,18.75,4.556
2014-04-16,25.053,1.574,23.409,12.028,16.069,4.07
2014-04-17,19.556,1.818,16.99,12.833,17.472,4.736
2014-04-18,9.889,2.167,12.917,12.639,19.819,7.153
2014-04-19,6.5,0.729,8.99,9.555,12.639,3.097
2014-04-20,7.542,1.188,8.219,10.653,13.569,2.972
2014-04-21,9.917,2.354,12.375,12.736,16.653,3.889
2014-04-22,11.333,3.188,13.562,12.486,16.389,4.042
2014-04-23,11.917,1.645,14.073,8.948,11.872,2.937
2014-04-24,20.875,1.375,21.01,13.472,17.361,3.917
2014-04-25,20.417,1.458,20.162,15.403,18.75,3.458
2014-04-26,23.292,1.792,22.115,15.958,19.903,4.014
2014-04-27,23.792,1.646,23.584,11.66,13.627,2.121
2014-04-28,21.375,0.98,28.781,8.052,11.062,2.953
2014-04-29,7.417,0.52,8.323,6.57,8.486,1.889
2014-04-30,9.739,1.014,12.12,14.986,20.542,5.5
2014-05-01,15.667,1.49,25.021,14.319,18.486,4.167
2014-05-02,12.792,2.125,18.729,15.472,19.917,4.569
2014-05-03,24.708,1.542,27.334,9.389,11.167,1.861
2014-05-04,19.042,1.104,19.25,7.32,9.403,2.055
2014-05-05,14.167,1.02,16.854,7.778,9.347,1.569
2014-05-06,14.458,0.604,16.156,7.903,10.069,2.18
2014-05-07,21.125,0.762,27.479,8.116,10.576,2.361
2014-05-08,26.583,2.396,32.021,16.125,19.611,3.555
2014-05-09,14.667,0.625,20.448,8.792,10.889,2.056
2014-05-10,14.125,1.854,13.188,11.097,15.625,4.597
2014-05-11,14.75,1.625,15.896,12.041,15.536,3.509
2014-05-12,17.5,2.73,16.604,16.213,20.51,4.241
2014-05-13,20.917,1.104,25.854,7.416,9.319,1.986
2014-05-14,39.773,1.466,46.312,8.875,10.75,1.847
2014-05-15,37.75,1.58,44.136,9.639,11.819,2.167
2014-05-16,8.958,0.812,11.77,9.82,13.784,4.011
2014-05-17,7.708,0.354,8.636,4.681,7.194,2.583
2014-05-18,8.0,0.646,8.177,6.083,8.334,2.306
2014-05-19,9.417,0.854,9.438,8.056,11.042,3.014
2014-05-20,10.0,1.584,8.792,13.57,17.75,4.167
2014-05-21,9.917,0.678,11.458,9.529,11.836,2.446
2014-05-22,10.833,1.167,11.875,9.875,13.041,3.194
2014-05-23,12.75,1.042,14.656,7.417,9.875,2.486
2014-05-24,8.583,0.646,10.469,7.722,10.806,3.083
2014-05-25,16.417,1.27,16.583,6.634,8.01,1.416
2014-05-26,8.542,0.167,11.031,3.596,5.187,1.576
2014-05-27,13.458,1.062,16.905,9.903,13.236,3.361
2014-05-28,19.913,1.63,23.812,11.889,15.208,3.32
2014-05-29,41.5,2.28,49.469,11.569,14.167,2.597
2014-05-30,46.333,2.062,57.51,10.403,12.25,1.847
2014-05-31,21.583,0.854,24.24,10.0,12.403,2.32
2014-06-01,22.75,0.896,25.51,6.847,8.069,1.25
2014-06-02,28.417,2.312,30.868,14.542,18.722,4.347
2014-06-03,26.292,2.25,28.958,17.097,20.319,3.292
2014-06-04,17.435,2.097,21.142,15.053,19.78,4.784
2014-06-05,10.083,0.792,11.521,5.764,8.139,2.32
2014-06-06,9.458,0.021,12.302,3.111,4.75,1.736
2014-06-07,7.833,0.0,9.542,3.667,5.111,1.514
2014-06-08,3.292,0.0,5.732,3.093,4.2,1.261
2014-06-09,3.708,0.021,5.188,3.467,5.5,2.062
2014-06-10,4.5,0.0,5.531,3.278,5.444,2.222
2014-06-11,4.636,0.0,8.565,3.347,6.222,2.972
2014-06-12,5.667,0.062,8.479,5.444,9.181,3.708
2014-06-13,5.217,0.348,5.84,6.246,10.174,3.968
2014-06-14,6.667,0.167,9.208,6.514,10.153,3.611
2014-06-15,11.125,0.584,12.458,8.042,10.181,2.208
2014-06-16,12.208,1.396,16.084,12.57,18.722,6.222
2014-06-17,10.333,0.204,11.982,7.931,11.0,3.069
2014-06-18,10.304,0.73,11.646,7.166,10.091,2.938
2014-06-19,13.708,1.41,16.735,10.562,14.528,4.049
2014-06-20,6.333,1.242,8.529,8.886,14.976,6.104
2014-06-21,7.0,1.292,8.496,8.324,12.912,4.69
2014-06-22,11.292,1.24,12.576,7.596,10.652,3.013
2014-06-23,10.25,1.646,10.802,7.804,13.306,5.502
2014-06-24,6.94,1.292,7.864,7.278,11.153,3.917
2014-06-25,8.388,1.354,10.177,8.528,13.986,5.555
2014-06-26,12.854,2.911,14.625,11.72,16.581,5.02
2014-06-27,11.0,2.479,17.156,12.875,17.556,4.75
2014-06-28,6.125,0.958,11.635,4.139,6.319,2.208
2014-06-29,7.125,0.542,10.979,2.278,3.625,1.361
2014-06-30,6.084,1.5,9.156,5.57,8.333,2.736
2014-07-01,7.312,2.604,11.021,10.056,16.042,5.93
2014-07-02,8.834,1.958,12.188,9.229,13.561,4.445
2014-07-03,12.771,0.956,18.9,5.528,7.847,2.43
2014-07-04,7.812,0.479,13.597,3.569,5.611,2.042
2014-07-05,7.042,0.583,10.097,3.667,5.542,1.958
2014-07-06,11.854,1.146,15.889,5.869,9.065,3.211
2014-07-07,13.084,1.708,19.597,10.418,14.739,4.378
2014-07-08,14.834,1.812,19.986,9.444,13.097,3.681
2014-07-09,13.152,1.466,17.348,11.291,15.181,3.931
2014-07-10,9.083,1.381,14.681,14.306,19.639,5.361
2014-07-11,7.938,3.334,11.264,11.014,16.584,5.625
2014-07-12,9.146,1.896,13.028,8.986,12.333,3.486
2014-07-13,21.125,2.146,31.292,7.583,9.278,1.653
2014-07-14,19.438,1.646,25.111,7.347,9.514,2.153
2014-07-15,20.812,2.604,27.861,9.986,12.833,2.861
2014-07-16,26.208,2.771,37.5,12.176,15.678,3.515
2014-07-17,24.271,1.952,31.528,9.584,13.472,3.806
2014-07-18,15.958,1.084,19.695,4.805,6.583,1.847
2014-07-19,10.646,1.021,15.083,3.444,5.028,1.542
2014-07-20,7.292,1.042,11.847,2.525,4.048,1.524
2014-07-21,7.479,0.938,11.653,2.457,4.176,1.734
2014-07-22,10.312,1.229,16.875,4.389,6.806,2.486
2014-07-23,12.326,1.5,21.986,12.736,17.194,4.458
2014-07-24,8.188,1.509,14.653,7.889,11.403,3.597
2014-07-25,42.688,2.021,52.444,12.236,16.306,4.153
2014-07-26,37.834,1.854,51.778,7.778,9.778,1.959
2014-07-27,10.75,1.312,19.403,3.653,5.028,1.333
2014-07-28,17.854,1.5,22.111,7.0,10.278,3.319
2014-07-29,31.979,2.188,37.361,11.0,16.125,5.209
2014-07-30,29.938,2.438,36.292,10.094,13.719,3.624
2014-07-31,22.728,2.588,31.903,9.972,13.097,3.111
2014-08-01,26.688,2.77,38.819,9.694,13.5,3.736
2014-08-02,21.292,2.417,32.847,9.805,13.181,3.486
2014-08-03,16.604,2.354,29.639,7.417,10.92,3.6
2014-08-04,9.416,2.146,18.541,7.531,11.412,3.865
2014-08-05,9.188,1.746,21.806,9.056,12.305,3.32
2014-08-06,6.456,2.086,14.32,8.611,13.0,4.431
2014-08-07,8.208,1.132,18.222,9.847,13.875,3.972
2014-08-08,5.208,0.583,8.0,8.847,12.153,3.25
2014-08-09,6.562,0.917,10.028,7.666,10.681,3.0
2014-08-10,2.792,0.125,7.347,2.042,2.82,0.722
2014-08-11,5.166,0.146,17.556,3.333,5.736,2.445
2014-08-12,14.354,0.542,21.819,5.069,6.972,1.958
2014-08-13,10.413,0.875,14.609,5.738,8.28,2.555
2014-08-14,6.604,0.886,9.014,7.736,11.25,3.528
2014-08-15,7.146,0.604,11.889,6.639,9.764,3.097
2014-08-16,7.125,0.375,11.458,4.334,5.958,1.653
2014-08-17,5.02,0.125,8.778,2.716,4.01,1.28
2014-08-18,2.229,0.25,7.653,4.389,6.462,2.152
2014-08-19,5.625,0.166,17.95,6.889,10.0,3.111
2014-08-20,5.891,1.5,10.514,8.722,13.861,5.222
2014-08-21,6.73,1.027,11.306,7.069,11.472,4.486
2014-08-22,4.02,0.125,8.528,8.264,12.042,3.75
2014-08-23,10.792,0.438,24.708,5.139,6.778,1.722
2014-08-24,24.271,3.479,36.445,10.042,13.805,3.722
2014-08-25,2.625,0.5,6.375,6.084,9.75,3.639
2014-08-26,4.292,0.208,7.375,4.042,6.57,2.486
2014-08-27,4.562,0.396,7.486,5.008,7.896,2.889
2014-08-28,3.938,0.314,7.194,5.542,9.333,3.875
2014-08-29,4.708,0.021,8.583,5.347,8.361,2.972
2014-08-30,5.875,0.021,10.375,3.819,6.125,2.347
2014-08-31,5.75,0.25,9.028,3.232,4.761,1.612
2014-09-01,5.75,0.208,10.764,5.322,8.591,3.366
2014-09-02,7.5,0.438,13.125,6.472,9.625,3.25
2014-09-03,6.239,0.5,11.778,3.875,5.57,1.709
2014-09-04,9.438,0.17,19.514,3.819,5.139,1.403
2014-09-05,7.729,0.896,17.18,9.5,13.056,3.708
2014-09-06,9.021,1.625,13.389,10.153,13.806,3.736
2014-09-07,6.938,1.125,11.736,9.083,12.958,3.986
2014-09-08,5.917,0.98,11.014,6.486,10.125,3.639
2014-09-09,7.542,0.688,12.986,5.458,7.708,2.278
2014-09-10,5.917,0.792,10.222,3.384,4.993,1.61
