date,CO_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,CH4_mean,NMHC_mean,SO2_mean,THC_mean
2014-11-12,5.312,20.708,31.875,11.166,20.875,28.764,191.5,21.167,1.042,212.667
2014-11-13,3.696,11.31,17.442,6.132,8.694,14.449,190.375,11.375,1.083,201.75
2014-11-14,4.146,15.646,22.0,6.354,6.556,9.583,194.25,12.375,1.458,206.625
2014-11-15,3.906,12.951,20.289,7.338,7.629,10.474,197.583,12.917,1.208,210.5
2014-11-16,3.812,12.208,14.667,2.458,9.695,14.083,198.833,13.167,0.875,212.0
2014-11-17,4.834,18.188,24.854,6.666,15.736,19.722,198.042,18.25,1.083,216.292
2014-11-18,4.065,12.652,16.435,3.782,12.042,14.195,194.783,9.304,1.696,204.087
2014-11-19,4.396,16.708,21.354,4.646,12.944,14.069,195.583,13.042,1.042,208.625
2014-11-20,5.312,24.833,33.812,8.979,22.667,27.917,197.625,20.167,1.5,217.792
2014-11-21,6.021,22.125,33.333,11.208,18.57,24.111,196.958,20.208,1.083,217.167
2014-11-22,5.875,22.396,38.188,15.792,15.361,18.819,196.542,25.375,1.125,221.917
2014-11-23,4.875,17.334,24.688,7.354,16.041,18.958,195.917,19.583,1.083,215.5
2014-11-24,5.104,18.562,22.062,3.5,20.0,22.708,196.333,17.375,1.125,213.708
2014-11-25,6.087,25.63,36.391,10.761,26.417,38.07,195.043,25.609,1.478,220.652
2014-11-26,5.292,20.938,28.27,7.334,7.379,13.486,193.125,21.25,1.042,214.375
2014-11-27,5.125,20.542,32.625,12.084,7.847,12.997,195.318,21.136,1.042,216.455
2014-11-28,5.229,18.688,33.896,15.208,10.861,13.333,197.75,23.208,1.25,220.958
2014-11-29,6.104,21.188,36.666,15.479,10.681,17.57,196.208,25.958,1.083,222.167
2014-11-30,5.708,15.188,23.562,8.375,12.792,15.958,196.25,19.708,1.0,215.958
2014-12-01,6.458,22.666,32.688,10.02,13.181,22.792,192.458,23.792,1.042,216.25
2014-12-02,3.652,9.282,11.608,2.326,2.681,4.181,193.652,6.87,1.043,200.522
2014-12-03,4.729,15.729,24.292,8.562,6.833,7.0,198.875,13.333,1.25,212.208
2014-12-04,6.271,30.562,48.458,17.896,18.889,26.528,199.917,25.375,1.708,225.292
2014-12-05,5.312,18.666,25.084,6.416,15.792,19.333,196.833,14.208,1.167,211.042
2014-12-06,5.062,18.896,29.084,10.188,7.986,8.333,199.75,17.042,1.375,216.792
2014-12-07,4.354,14.958,19.354,4.396,7.75,7.292,202.417,13.667,1.167,216.083
2014-12-08,5.312,20.292,27.23,6.938,12.195,12.986,204.542,16.625,1.292,221.167
2014-12-09,4.544,16.478,28.87,12.392,11.625,13.139,196.652,16.043,1.565,212.696
2014-12-10,5.5,21.5,32.5,11.0,18.5,19.458,197.833,20.958,1.625,218.792
2014-12-11,10.354,33.292,78.479,45.188,33.083,44.361,199.083,46.417,2.25,245.5
2014-12-12,7.396,22.688,39.146,16.458,14.028,16.306,194.875,26.125,2.0,221.0
2014-12-13,5.334,15.062,21.77,6.708,8.292,8.542,191.958,15.0,1.292,206.958
2014-12-14,4.354,11.646,15.0,3.354,5.472,5.93,193.917,12.583,1.208,206.5
2014-12-15,5.5,19.979,30.042,10.062,8.528,8.958,197.417,19.083,1.375,216.5
2014-12-16,6.602,29.5,53.044,23.544,15.806,20.361,193.913,27.043,1.87,220.957
2014-12-17,3.021,7.812,10.792,2.979,2.181,3.083,184.792,6.625,1.25,191.417
2014-12-18,2.916,5.5,7.562,2.062,2.694,2.625,190.542,5.625,1.0,196.167
2014-12-19,6.708,22.0,36.958,14.958,10.75,11.278,200.318,23.409,1.208,223.727
2014-12-20,7.604,33.23,62.667,29.438,27.361,32.778,199.875,32.625,1.833,232.5
2014-12-21,5.625,19.479,27.646,8.167,13.639,14.861,193.208,19.542,1.208,212.75
2014-12-22,4.562,14.146,18.333,4.188,5.667,5.778,192.208,10.5,1.833,202.708
2014-12-23,4.804,17.0,22.326,5.326,7.847,6.68,196.957,14.348,1.087,211.304
2014-12-24,7.542,25.02,43.708,18.688,15.111,16.236,198.542,25.708,1.708,224.25
2014-12-25,6.542,20.479,38.896,18.417,15.625,15.486,197.458,23.25,2.292,220.708
2014-12-26,4.604,13.083,20.334,7.25,7.541,8.42,195.136,11.318,1.292,206.455
2014-12-27,4.5,15.916,20.166,4.25,10.236,9.18,197.208,15.583,1.333,212.792
2014-12-28,6.312,21.73,28.396,6.667,22.708,26.639,197.583,21.667,1.875,219.25
2014-12-29,6.562,21.396,28.458,7.062,23.75,29.542,192.042,22.083,1.292,214.125
2014-12-30,6.348,18.196,29.956,11.76,16.444,18.431,197.957,21.348,1.696,219.304
2014-12-31,5.896,16.292,21.542,5.25,18.417,19.931,197.0,15.458,2.25,212.458
2015-01-01,4.25,11.875,13.792,1.917,10.625,,198.875,10.958,1.25,209.833
2015-01-02,4.896,15.5,19.562,4.062,10.416,,199.25,14.125,1.333,213.375
2015-01-03,6.625,21.73,32.688,10.958,15.708,,197.542,22.417,1.875,219.958
2015-01-04,7.916,23.688,37.916,14.229,19.625,,196.583,24.833,2.208,221.417
2015-01-05,7.196,19.956,32.63,12.674,20.542,,200.652,20.043,2.0,220.696
2015-01-06,7.604,27.73,43.521,15.792,20.389,,200.167,24.458,2.042,224.625
2015-01-07,5.771,17.979,32.25,14.27,17.5,,196.792,19.042,2.167,215.833
2015-01-08,5.252,19.095,26.949,7.854,11.161,,196.792,15.0,1.583,211.792
2015-01-09,5.729,20.917,30.729,9.812,10.792,,199.0,18.125,2.083,217.125
2015-01-10,3.98,11.292,14.812,3.52,9.347,,196.917,10.417,1.917,207.333
2015-01-11,4.834,17.458,23.562,6.104,10.618,,197.625,15.125,1.667,212.75
2015-01-12,6.283,21.717,28.74,7.022,21.042,,197.478,15.739,1.957,213.217
2015-01-13,7.767,22.498,44.15,21.652,19.717,,198.5,21.0,1.792,219.5
2015-01-14,6.604,22.183,41.508,19.326,12.827,,197.167,18.167,1.625,215.333
2015-01-15,5.918,20.915,35.411,14.496,11.35,,197.292,15.083,2.042,212.375
2015-01-16,4.875,18.166,25.5,7.334,10.125,,197.458,12.333,1.792,209.792
2015-01-17,4.812,15.604,18.521,2.916,18.472,,199.458,14.333,2.0,213.792
2015-01-18,7.27,24.438,36.604,12.166,10.958,,194.333,19.083,1.833,213.417
2015-01-19,4.217,13.608,20.261,6.652,5.75,,196.565,9.391,1.217,205.957
2015-01-20,4.021,14.166,20.604,6.438,6.285,,200.125,10.625,1.333,210.75
2015-01-21,4.979,21.0,29.584,8.584,7.778,,204.417,15.125,1.917,219.542
2015-01-22,4.625,17.375,24.271,6.896,7.68,,204.167,12.708,1.458,216.875
2015-01-23,3.964,14.108,16.534,2.426,10.481,,203.083,10.667,1.333,213.75
2015-01-24,3.375,8.375,9.916,1.542,11.109,,198.708,8.083,1.167,206.792
2015-01-25,4.78,14.625,20.01,5.384,7.192,,203.792,10.833,1.417,214.625
2015-01-26,6.86,25.509,36.612,11.102,13.094,,197.913,17.0,2.217,214.913
2015-01-27,7.334,29.688,48.208,18.521,15.166,,200.043,24.217,1.875,224.261
2015-01-28,7.875,31.168,48.724,17.555,18.714,,201.125,26.875,2.5,228.0
2015-01-29,7.562,36.896,49.521,12.625,26.417,,200.917,29.875,2.708,230.792
2015-01-30,5.48,19.084,23.458,4.375,10.889,,197.0,15.792,1.958,212.792
2015-01-31,4.062,10.916,12.75,1.834,9.514,,195.5,12.917,1.833,208.417
2015-02-01,5.708,20.744,28.824,8.079,14.613,,198.667,17.208,2.083,215.875
2015-02-02,3.718,11.522,14.674,3.152,8.25,,196.174,7.87,1.739,204.043
2015-02-03,3.562,12.021,15.312,3.292,8.681,,197.208,8.917,1.667,206.125
2015-02-04,4.229,17.042,20.73,3.688,14.281,,196.958,12.958,1.833,209.917
2015-02-05,5.958,22.75,33.375,10.625,15.319,,196.75,17.125,1.958,213.875
2015-02-06,4.334,17.666,23.021,5.354,13.82,,194.542,13.125,1.833,207.667
2015-02-07,2.958,6.375,7.438,1.062,5.875,,194.417,5.75,1.792,200.167
2015-02-08,4.498,16.294,20.892,4.598,9.798,,197.25,11.625,2.25,208.875
2015-02-09,5.358,16.732,24.862,8.13,12.615,,196.913,13.478,1.957,210.391
2015-02-10,3.088,6.886,9.159,2.272,6.894,,198.636,5.227,1.091,203.864
2015-02-11,4.542,16.396,20.042,3.646,12.889,,204.417,13.375,1.667,217.792
2015-02-12,6.084,22.0,29.958,7.958,17.625,,205.917,19.583,2.208,225.5
2015-02-13,5.562,22.375,31.708,9.333,16.306,,199.125,19.375,1.792,218.5
2015-02-14,4.438,15.125,18.75,3.625,9.458,,190.0,15.333,1.708,205.333
2015-02-15,3.646,9.25,12.104,2.854,3.019,,192.217,7.304,1.542,199.522
2015-02-16,4.152,10.826,14.782,3.956,5.389,,197.217,10.478,1.391,207.696
2015-02-17,4.057,13.193,18.144,4.95,7.211,,198.25,11.917,1.292,210.167
2015-02-18,4.688,16.021,21.48,5.458,10.139,,202.25,14.208,2.083,216.458
2015-02-19,5.188,21.167,30.438,9.271,15.264,,202.083,18.167,2.333,220.25
2015-02-20,5.604,27.23,34.021,6.792,17.431,,199.667,22.333,2.25,222.0
2015-02-21,3.375,9.646,11.25,1.604,7.5,,194.25,9.458,1.333,203.708
2015-02-22,3.666,11.667,14.042,2.375,8.417,,199.208,9.792,1.875,209.0
2015-02-23,4.739,16.891,21.782,4.892,13.153,,193.87,13.696,2.087,207.565
2015-02-24,3.701,10.718,12.082,1.364,15.053,,193.292,6.667,1.958,199.958
2015-02-25,3.817,9.92,12.032,2.112,8.515,,194.435,7.304,1.375,201.739
2015-02-26,4.604,14.27,19.458,5.188,11.722,,194.125,8.625,1.875,202.75
2015-02-27,5.312,14.834,18.375,3.542,20.458,,195.25,9.708,2.083,204.958
2015-02-28,4.812,12.02,13.917,1.896,27.5,,195.917,9.875,2.458,205.792
2015-03-01,2.696,5.283,6.76,1.478,4.569,,196.087,4.913,1.087,201.0
2015-03-02,3.771,10.729,13.896,3.166,7.292,,198.792,8.875,1.208,207.667
2015-03-03,3.875,13.938,18.625,4.688,11.722,,200.0,11.0,2.167,211.0
2015-03-04,4.646,15.104,18.604,3.5,18.569,,201.542,13.083,2.75,214.625
2015-03-05,4.666,16.042,18.708,2.666,25.389,,202.708,13.125,2.25,215.833
2015-03-06,4.083,10.979,12.854,1.875,21.056,,198.917,12.5,1.958,211.417
2015-03-07,5.188,22.333,27.354,5.02,14.083,,195.833,19.125,1.917,214.958
2015-03-08,4.337,14.913,19.565,4.652,13.921,,189.87,11.174,1.87,201.043
2015-03-09,4.562,18.25,21.396,3.146,12.958,,193.458,13.208,1.792,206.667
2015-03-10,3.354,10.666,12.333,1.666,6.806,,195.0,7.5,1.333,202.5
2015-03-11,4.416,13.354,15.896,2.542,9.264,,197.958,8.833,1.375,206.792
2015-03-12,3.896,10.458,11.938,1.48,13.153,,198.583,7.417,1.458,206.0
2015-03-13,3.562,9.312,10.771,1.458,14.236,,198.833,8.458,1.833,207.292
2015-03-14,4.396,13.625,15.312,1.688,10.542,,195.875,10.25,1.708,206.125
2015-03-15,3.601,8.176,9.632,1.456,10.389,,197.217,5.304,1.304,202.522
2015-03-16,4.354,14.667,17.792,3.125,13.555,,200.0,9.75,2.167,209.75
2015-03-17,4.02,15.542,19.792,4.25,13.111,,197.667,12.167,2.167,209.833
2015-03-18,3.542,14.208,17.146,2.938,11.218,,195.167,10.958,2.042,206.125
2015-03-19,3.708,12.354,15.166,2.812,7.222,,190.583,11.25,1.458,201.833
2015-03-20,2.896,4.667,5.5,0.834,14.236,,193.25,3.667,1.292,196.917
2015-03-21,3.104,5.125,5.896,0.771,10.028,,197.042,4.583,1.208,201.625
2015-03-22,3.282,9.804,11.696,1.891,9.875,,193.043,7.478,1.261,200.522
2015-03-23,4.188,16.062,21.604,5.542,15.903,,193.125,11.458,1.625,204.583
2015-03-24,3.0,8.0,9.272,1.272,8.833,,193.182,7.5,1.0,200.682
2015-03-25,2.896,6.938,8.479,1.542,6.514,,194.542,7.792,1.083,202.333
2015-03-26,2.958,7.042,8.084,1.042,7.25,,194.958,7.75,1.125,202.708
2015-03-27,3.208,7.25,8.208,0.958,11.556,,193.792,8.542,1.375,202.333
2015-03-28,3.862,10.534,12.388,1.855,12.603,,194.682,10.045,1.625,204.727
2015-03-29,3.934,9.587,11.326,1.74,13.166,,195.652,8.609,1.522,204.261
2015-03-30,4.0,11.666,13.562,1.896,19.028,,194.125,9.417,1.917,203.542
2015-03-31,4.208,11.292,12.958,1.666,21.611,,193.75,10.25,2.208,204.0
2015-04-01,3.98,12.958,14.646,1.688,23.306,,189.625,11.708,1.542,201.333
2015-04-02,4.042,9.417,10.917,1.5,8.818,,192.792,9.083,1.208,201.875
2015-04-03,4.916,16.229,18.938,2.708,13.708,,190.792,16.0,1.042,206.792
2015-04-04,4.354,14.438,20.146,5.708,9.125,,192.208,17.042,1.583,209.25
2015-04-05,4.062,9.792,11.104,1.312,7.361,,191.125,11.125,1.0,202.25
2015-04-06,5.02,15.792,19.229,3.438,12.361,,189.792,17.375,1.417,207.167
2015-04-07,3.566,12.652,14.13,1.478,3.778,,195.826,10.739,1.043,206.565
2015-04-08,2.916,9.438,10.666,1.229,2.583,,199.667,9.667,1.0,209.333
2015-04-09,3.312,10.354,12.229,1.875,8.708,,200.375,10.375,1.0,210.75
2015-04-10,4.354,13.479,16.208,2.729,13.82,,199.125,13.208,1.083,212.333
2015-04-11,3.312,8.916,10.334,1.416,8.333,,196.792,11.083,1.042,207.875
2015-04-12,3.062,6.688,7.584,0.896,10.875,,198.917,8.25,1.292,207.167
2015-04-13,4.146,11.625,12.729,1.104,10.189,,198.208,13.792,0.958,212.0
2015-04-14,5.761,22.934,28.044,5.108,8.167,,191.478,19.87,1.043,211.348
2015-04-15,5.0,16.02,18.625,2.604,7.875,,189.417,13.583,1.0,203.0
2015-04-16,5.0,13.542,15.396,1.854,20.806,,192.875,11.75,1.917,204.625
2015-04-17,4.334,11.916,13.979,2.062,26.931,,192.75,11.5,1.75,204.25
2015-04-18,3.438,8.875,10.354,1.48,15.417,,192.625,8.583,1.458,201.208
2015-04-19,3.792,10.521,11.792,1.271,17.264,,192.958,11.75,1.542,204.708
2015-04-20,4.208,12.312,15.688,3.375,13.389,,187.167,13.167,1.292,200.333
2015-04-21,3.522,11.37,15.218,3.848,4.5,,192.043,10.522,1.174,202.565
2015-04-22,3.417,12.604,14.334,1.729,11.871,,197.864,10.818,1.542,208.682
2015-04-23,3.542,10.146,12.146,2.0,15.597,,198.167,12.042,1.542,210.208
2015-04-24,3.771,10.854,12.458,1.604,19.875,,196.042,11.583,1.958,207.625
2015-04-25,4.0,9.271,10.354,1.083,26.736,,196.417,11.708,1.958,208.125
2015-04-26,3.75,6.542,7.312,0.771,26.764,,197.083,9.583,1.917,206.667
2015-04-27,3.812,9.896,11.396,1.5,29.389,,196.875,12.375,2.083,209.25
2015-04-28,3.674,11.761,13.565,1.804,32.139,,204.6,15.7,2.304,220.3
2015-04-29,2.812,8.125,9.292,1.167,20.667,,203.875,11.667,1.833,215.542
2015-04-30,3.042,8.584,9.958,1.375,14.614,,203.5,13.833,1.708,217.333
2015-05-01,3.104,9.479,11.042,1.562,11.722,,202.792,14.333,1.958,217.125
2015-05-02,3.416,9.375,10.562,1.188,13.972,,202.667,14.083,2.208,216.75
2015-05-03,2.917,7.084,8.208,1.125,10.514,,201.292,13.0,1.875,214.292
2015-05-04,2.312,4.646,5.708,1.062,8.403,,197.208,8.958,1.458,206.167
2015-05-05,2.652,5.348,6.218,0.87,10.792,,193.174,6.826,1.522,200.0
2015-05-06,3.084,5.812,6.604,0.792,14.93,,195.75,7.833,1.792,203.583
2015-05-07,3.125,7.792,8.938,1.146,15.903,,195.167,9.458,1.917,204.625
2015-05-08,3.104,10.0,11.604,1.604,16.833,,194.208,10.917,2.0,205.125
2015-05-09,3.625,10.834,12.188,1.354,20.056,,194.417,12.417,1.667,206.833
2015-05-10,2.708,6.25,7.375,1.125,15.083,,195.833,8.292,1.042,204.125
2015-05-11,2.833,7.77,9.062,1.292,11.528,,199.375,8.292,1.458,207.667
2015-05-12,3.022,8.239,9.544,1.304,11.708,,189.043,9.87,1.304,198.913
2015-05-13,3.021,8.583,10.042,1.458,12.619,,186.917,10.083,1.333,197.0
2015-05-14,3.646,13.0,14.792,1.792,22.889,,190.042,14.0,2.125,204.042
2015-05-15,3.584,12.542,14.334,1.792,26.167,,187.042,14.75,2.042,201.792
2015-05-16,3.25,8.375,10.25,1.875,15.597,,181.25,11.542,1.125,192.792
2015-05-17,2.792,5.396,6.292,0.896,17.986,,187.083,8.25,1.333,195.333
2015-05-18,3.166,7.875,9.27,1.396,19.153,,188.75,10.5,1.208,199.25
2015-05-19,3.435,10.065,12.044,1.978,9.056,,189.043,11.304,1.087,200.348
2015-05-20,3.438,9.167,11.084,1.916,16.056,,188.167,12.375,1.458,200.542
2015-05-21,2.625,6.146,7.312,1.166,8.645,,191.318,8.182,1.083,199.5
2015-05-22,3.146,11.354,13.208,1.854,13.667,,195.625,11.625,1.333,207.25
2015-05-23,3.375,9.042,10.52,1.48,17.333,,195.167,11.958,1.667,207.125
2015-05-24,2.938,6.708,7.417,0.708,19.472,,193.083,10.583,1.875,203.667
2015-05-25,3.0,8.98,10.292,1.312,15.806,,194.083,12.208,1.75,206.292
2015-05-26,3.152,10.304,11.761,1.456,18.167,,190.696,12.348,1.87,203.043
2015-05-27,3.458,10.479,11.875,1.396,23.833,,191.125,13.542,2.208,204.667
2015-05-28,3.625,11.02,12.188,1.167,28.028,,191.625,13.583,2.417,205.208
2015-05-29,3.48,8.188,9.333,1.146,22.139,,188.542,12.542,1.458,201.083
2015-05-30,3.084,8.062,9.438,1.375,16.111,,184.667,10.833,1.583,195.5
2015-05-31,2.75,6.354,7.292,0.938,20.875,,185.75,9.792,1.458,195.542
2015-06-01,2.917,6.854,7.896,1.042,15.819,,189.125,9.75,1.583,198.875
2015-06-02,2.979,9.326,10.826,1.5,16.18,,188.696,10.739,1.478,199.435
2015-06-03,3.417,10.042,12.312,2.27,15.945,,186.0,12.208,1.042,198.208
2015-06-04,2.416,6.771,8.188,1.416,6.736,,188.0,7.375,1.0,195.375
2015-06-05,3.271,11.229,13.166,1.938,6.111,,191.542,11.75,1.167,203.292
2015-06-06,2.584,5.584,6.458,0.875,5.694,,189.375,7.125,0.875,196.5
2015-06-07,2.375,5.042,5.958,0.916,8.042,,192.375,7.167,1.0,199.542
2015-06-08,2.812,8.083,9.75,1.666,8.75,,191.708,8.792,1.0,200.5
2015-06-09,3.652,9.044,10.74,1.696,6.181,,188.087,10.696,1.0,198.783
2015-06-10,3.271,8.688,11.396,2.708,10.597,,189.125,12.083,1.083,201.208
2015-06-11,3.084,9.25,11.0,1.75,13.972,,188.667,10.583,1.583,199.25
2015-06-12,3.672,9.375,11.354,1.979,12.896,,187.0,11.25,1.083,198.25
2015-06-13,3.834,7.958,9.25,1.292,21.514,,190.917,10.0,1.167,200.917
2015-06-14,3.604,5.396,6.25,0.854,23.208,,190.25,8.833,1.042,199.083
2015-06-15,3.458,8.375,9.834,1.458,21.887,,189.222,11.889,1.542,201.111
2015-06-16,4.109,11.022,12.544,1.522,26.097,,191.174,12.348,2.13,203.522
2015-06-17,4.104,10.021,11.417,1.396,24.236,,193.083,10.875,1.542,203.958
2015-06-18,3.479,9.521,10.75,1.229,10.25,,191.458,8.667,0.875,200.125
2015-06-19,3.062,6.312,7.604,1.292,6.014,,190.625,7.125,0.792,197.75
2015-06-20,2.958,7.875,10.021,2.146,7.25,,191.25,7.917,0.958,199.167
2015-06-21,2.875,4.958,5.938,0.979,7.764,,190.625,5.333,1.0,195.958
2015-06-22,2.896,6.521,7.834,1.312,10.028,,190.75,6.583,1.042,197.333
2015-06-23,3.13,7.435,8.761,1.326,13.286,,189.625,9.75,1.0,199.375
2015-06-24,3.306,7.208,8.708,1.5,15.597,,188.538,10.077,1.083,198.615
2015-06-25,3.021,7.514,8.822,1.306,17.91,,188.458,9.125,0.417,197.583
2015-06-26,3.438,9.25,11.188,1.938,18.055,,188.292,10.792,0.292,199.083
2015-06-27,2.875,6.125,7.27,1.146,8.528,,183.792,8.042,0.042,191.833
2015-06-28,2.084,4.188,4.938,0.75,5.305,,184.542,6.167,0.042,190.708
2015-06-29,2.562,6.542,8.354,1.812,9.514,,188.417,7.542,0.375,195.958
2015-06-30,2.978,8.108,10.065,1.956,13.486,,189.13,8.391,0.348,197.522
2015-07-01,3.334,11.5,13.458,1.958,6.861,,187.083,12.208,0.208,199.292
2015-07-02,4.042,12.02,15.625,3.604,11.792,,191.458,14.5,0.333,205.958
2015-07-03,4.604,13.875,16.312,2.438,9.986,,192.667,14.917,0.125,207.583
2015-07-04,3.75,8.521,10.646,2.125,9.5,,189.375,10.167,0.208,199.542
2015-07-05,3.188,6.084,6.958,0.875,10.444,,193.542,8.25,0.5,201.792
2015-07-06,4.403,11.666,13.354,1.688,9.132,,195.625,11.875,0.5,207.5
2015-07-07,4.37,10.696,13.37,2.674,10.07,,194.478,12.174,0.522,206.652
2015-07-08,4.438,11.854,15.27,3.416,11.653,,193.417,12.833,0.708,206.25
2015-07-09,4.75,12.979,16.084,3.104,12.208,,193.958,15.208,0.875,209.167
2015-07-10,3.646,8.917,10.958,2.042,17.457,,192.0,10.667,2.083,202.667
2015-07-11,3.312,7.25,8.958,1.708,26.278,,190.708,9.792,0.875,200.5
2015-07-12,3.188,5.125,6.062,0.938,28.097,,187.0,8.083,0.75,195.083
2015-07-13,2.417,5.354,7.938,2.584,11.806,,177.958,6.75,0.542,184.708
2015-07-14,2.282,6.108,9.196,3.087,10.25,,179.522,10.087,0.609,189.609
2015-07-15,2.25,5.792,8.521,2.729,8.153,,180.458,8.75,0.5,189.208
2015-07-16,2.771,7.854,10.604,2.75,2.206,,180.833,9.292,0.292,190.125
2015-07-17,2.25,5.584,8.479,2.896,6.889,,180.792,7.792,0.042,188.583
2015-07-18,2.625,5.438,8.521,3.084,5.875,,180.917,8.792,0.042,189.708
2015-07-19,2.771,5.188,8.188,3.0,11.764,,185.5,9.833,0.458,195.333
2015-07-20,2.416,4.729,6.229,1.5,13.528,,181.375,7.958,0.708,189.333
2015-07-21,2.479,6.456,8.782,2.326,11.764,,181.043,9.261,0.913,190.304
2015-07-22,2.312,5.75,8.542,2.792,6.444,,179.583,7.875,0.542,187.458
2015-07-23,2.98,6.834,9.604,2.771,5.083,,179.667,9.208,0.708,188.875
2015-07-24,3.208,7.812,10.27,2.458,14.236,,183.292,10.375,1.042,193.667
2015-07-25,3.25,6.708,8.104,1.396,23.709,,181.792,10.292,1.0,192.083
2015-07-26,2.917,5.084,6.062,0.98,23.208,,182.5,9.792,1.125,192.292
2015-07-27,2.896,7.375,8.938,1.562,20.642,,181.087,11.478,0.958,192.565
2015-07-28,2.892,7.37,8.782,1.413,18.681,,185.435,11.609,1.0,197.043
2015-07-29,3.396,6.812,7.792,0.979,28.514,,188.458,10.625,1.0,199.083
2015-07-30,3.438,6.875,8.041,1.166,29.083,,190.375,9.208,1.042,199.583
2015-07-31,3.667,7.708,9.667,1.958,32.903,,193.333,9.75,1.792,203.083
2015-08-01,3.354,7.23,8.417,1.188,36.708,,194.667,10.167,1.25,204.833
2015-08-02,2.854,5.916,6.938,1.021,30.875,,193.708,10.458,1.083,204.167
2015-08-03,3.062,8.292,9.916,1.625,32.903,,194.375,10.333,1.042,204.708
2015-08-04,3.152,8.956,10.718,1.761,29.253,,189.739,11.043,1.0,200.783
2015-08-05,2.75,7.666,9.666,2.0,20.417,,185.083,10.333,1.0,195.417
2015-08-06,2.435,9.146,11.125,1.979,11.034,,186.25,10.542,1.0,196.792
2015-08-07,3.188,10.334,12.167,1.834,18.833,,186.958,12.25,1.208,199.208
2015-08-08,3.27,8.334,9.334,1.0,30.389,,189.417,11.583,1.75,201.0
2015-08-09,2.354,4.125,4.479,0.354,18.333,,187.875,7.583,1.042,195.458
2015-08-10,2.334,6.125,7.188,1.062,12.472,,184.958,9.417,0.958,194.375
2015-08-11,2.63,7.022,8.196,1.174,10.764,,182.565,9.652,1.13,192.217
2015-08-12,3.104,7.896,9.062,1.166,18.333,,184.667,7.75,1.167,192.417
2015-08-13,2.875,6.604,8.02,1.416,12.597,,183.75,6.792,0.917,190.542
2015-08-14,2.77,6.229,7.958,1.729,11.736,,186.75,6.917,0.875,193.667
2015-08-15,2.854,4.646,5.375,0.729,9.945,,187.75,5.75,0.833,193.5
2015-08-16,3.208,5.25,5.896,0.646,18.875,,190.042,6.167,1.167,196.208
2015-08-17,3.792,11.833,13.292,1.458,7.485,,189.417,10.708,0.792,200.125
2015-08-18,3.565,10.652,13.13,2.478,12.583,,190.261,11.0,0.957,201.261
2015-08-19,3.312,8.896,10.833,1.938,13.903,,192.208,10.458,0.917,202.667
2015-08-20,3.77,9.416,11.521,2.104,11.236,,191.083,10.5,1.0,201.583
2015-08-21,3.334,7.916,10.27,2.354,12.833,,187.25,9.417,0.958,196.667
2015-08-22,2.792,6.062,7.542,1.479,15.833,,181.292,8.708,1.0,190.0
2015-08-23,2.334,4.083,4.646,0.562,7.896,,186.625,7.833,0.875,194.458
2015-08-24,2.771,5.584,6.562,0.98,6.875,,188.792,8.208,0.875,197.0
2015-08-25,3.022,9.609,11.609,2.0,4.083,,190.87,9.739,1.174,200.609
2015-08-26,3.166,8.896,10.958,2.062,4.678,,189.909,9.5,0.667,199.409
2015-08-27,3.375,7.792,9.688,1.896,9.875,,190.542,11.292,0.875,201.833
2015-08-28,2.666,6.354,7.667,1.312,9.666,,192.292,10.375,1.125,202.667
2015-08-29,3.354,7.833,10.25,2.416,6.646,,192.125,10.042,1.0,202.167
2015-08-30,3.312,6.479,7.792,1.312,4.812,,191.25,9.708,0.583,200.958
2015-08-31,3.854,9.166,11.542,2.375,8.75,,190.083,12.875,0.792,202.958
2015-09-01,3.614,9.909,14.954,5.046,6.468,,187.318,11.909,1.0,199.227
2015-09-02,3.5,9.562,14.726,5.165,10.22,,188.792,11.333,0.783,200.125
2015-09-03,3.354,9.292,11.0,1.708,9.479,,190.333,11.375,1.0,201.708
2015-09-04,3.379,9.164,11.384,2.22,10.567,,188.667,10.583,0.833,199.25
2015-09-05,3.792,7.604,8.958,1.354,16.764,,193.208,10.375,1.0,203.583
2015-09-06,3.958,6.354,7.0,0.646,18.5,,193.458,9.958,1.0,203.417
2015-09-07,3.854,8.792,10.854,2.062,11.917,,191.875,11.958,0.958,203.833
2015-09-08,4.174,10.13,11.891,1.761,3.805,,194.696,12.391,0.783,207.087
2015-09-09,2.958,7.0,8.916,1.916,5.037,,189.667,8.708,0.583,198.375
2015-09-10,3.458,8.875,12.042,3.167,8.5,,190.625,12.0,0.917,202.625
2015-09-11,3.27,7.688,9.729,2.042,9.639,,189.417,9.333,0.792,198.75
2015-09-12,3.096,7.168,8.475,1.307,11.372,,192.75,8.75,0.833,201.5
2015-09-13,3.625,6.334,7.334,1.0,15.958,,194.792,9.958,1.0,204.75
2015-09-14,2.576,6.312,7.292,0.979,10.517,,196.417,8.25,0.917,204.667
2015-09-15,3.054,8.435,10.528,2.094,10.461,,192.478,9.0,0.957,201.478
2015-09-16,4.208,8.083,8.958,0.875,19.042,,192.625,9.125,1.042,201.75
2015-09-17,5.125,13.042,14.542,1.5,8.375,,192.292,11.583,0.792,203.875
2015-09-18,4.833,10.125,11.625,1.5,6.354,,188.917,10.792,0.708,199.708
2015-09-19,3.542,5.917,7.292,1.375,6.812,,186.417,7.125,0.958,193.542
2015-09-20,3.208,5.292,6.042,0.75,9.084,,187.625,9.042,1.083,196.667
