date,NO2_mean,NOX_mean,NO_mean,SPM_mean,PM25_mean,SO2_mean,CO_mean
2014-05-23,9.771,18.385,8.614,5.385,4.208,5.583,3.125
2014-05-24,13.27,20.875,7.604,9.625,7.792,4.917,3.333
2014-05-25,9.521,14.635,5.115,13.969,11.0,4.75,3.208
2014-05-26,11.011,19.698,8.688,9.49,7.417,7.542,3.25
2014-05-27,7.573,11.562,3.99,18.783,15.75,7.5,2.958
2014-05-28,11.386,16.688,5.302,19.688,13.042,7.125,3.208
2014-05-29,15.704,21.264,5.56,48.307,33.478,11.833,4.095
2014-05-30,11.552,16.552,5.0,54.292,39.417,8.833,3.917
2014-05-31,8.479,12.844,4.364,21.969,17.25,8.667,3.0
2014-06-01,8.354,14.292,5.938,16.292,13.542,8.375,3.167
2014-06-02,12.521,18.406,5.886,13.354,10.958,10.583,3.375
2014-06-03,14.76,20.365,5.604,27.24,21.375,12.583,3.75
2014-06-04,14.927,20.312,5.385,36.646,28.875,12.375,3.955
2014-06-05,13.664,20.586,6.923,13.687,12.292,12.826,3.167
2014-06-06,13.458,23.24,9.781,8.99,6.25,11.667,3.625
2014-06-07,10.521,17.948,7.427,8.386,8.292,12.75,3.167
2014-06-08,7.406,13.76,6.354,7.906,5.083,9.917,2.667
2014-06-09,9.844,18.74,8.896,6.188,4.458,10.625,2.708
2014-06-10,10.136,20.5,10.365,4.823,5.542,10.875,3.208
2014-06-11,10.854,22.698,11.844,5.979,5.708,10.917,3.042
2014-06-12,12.971,26.626,13.655,5.875,4.25,10.0,3.143
2014-06-13,13.01,25.281,12.271,7.573,6.542,7.875,3.208
2014-06-14,7.5,15.739,8.24,4.562,3.75,4.25,2.25
2014-06-15,9.427,17.906,8.479,9.146,6.083,4.417,3.167
2014-06-16,9.114,17.01,7.896,7.386,6.083,4.5,2.625
2014-06-17,12.364,23.573,11.208,12.729,6.875,4.333,3.042
2014-06-18,11.927,21.0,9.073,15.49,9.708,4.583,2.833
2014-06-19,8.41,17.004,8.594,7.774,5.583,3.833,2.571
2014-06-20,8.167,18.208,10.042,2.938,2.875,3.708,2.833
2014-06-21,6.635,14.781,8.146,2.844,4.208,3.75,2.625
2014-06-22,5.864,11.75,5.886,7.323,7.042,4.0,2.542
2014-06-23,6.625,14.833,8.208,3.479,2.708,3.583,2.333
2014-06-24,6.125,11.99,5.865,5.167,4.625,4.125,2.417
2014-06-25,10.229,16.74,6.51,16.042,11.833,5.458,2.458
2014-06-26,11.75,19.125,7.375,13.968,11.667,5.958,3.0
2014-06-27,12.824,20.805,7.981,14.906,14.167,6.5,3.227
2014-06-28,9.531,16.864,7.333,7.802,8.0,8.417,2.833
2014-06-29,6.719,13.062,6.344,5.208,4.333,6.292,2.458
2014-06-30,9.115,17.542,8.427,8.0,5.542,5.625,2.542
2014-07-01,8.896,15.865,6.969,8.073,7.125,5.208,2.458
2014-07-02,6.094,9.708,3.614,8.902,8.208,5.292,2.273
2014-07-03,7.841,13.396,5.555,19.094,15.217,5.222,2.833
2014-07-04,8.823,15.896,7.073,16.125,13.875,5.231,2.875
2014-07-05,8.094,13.698,5.604,11.99,10.708,5.375,2.292
2014-07-06,8.573,13.604,5.031,15.208,12.708,5.167,2.625
2014-07-07,9.01,15.792,6.781,17.573,15.208,5.25,2.875
2014-07-08,7.479,12.886,5.406,17.636,14.75,4.958,2.5
2014-07-09,10.677,18.719,8.042,12.479,10.875,5.458,3.125
2014-07-10,14.281,25.339,11.058,8.51,6.875,4.833,3.286
2014-07-11,9.125,19.188,10.062,7.146,5.375,3.375,2.5
2014-07-12,8.698,16.5,7.802,6.49,6.708,3.958,2.542
2014-07-13,7.906,13.687,5.781,14.042,9.958,5.708,2.542
2014-07-14,11.26,17.896,6.636,21.313,17.25,5.875,3.5
2014-07-15,10.334,17.792,7.458,16.594,13.042,6.167,3.167
2014-07-16,10.562,16.458,5.896,19.125,16.292,5.917,3.125
2014-07-17,8.818,14.428,5.609,34.365,28.042,5.917,3.727
2014-07-18,11.886,19.458,7.573,25.0,18.875,6.5,3.625
2014-07-19,8.542,15.521,6.979,10.823,9.542,8.583,2.917
2014-07-20,6.063,12.479,6.417,5.417,5.25,7.042,2.5
2014-07-21,6.906,12.916,6.01,6.01,5.792,7.0,2.292
2014-07-22,11.708,19.812,8.104,8.854,6.542,7.25,2.75
2014-07-23,16.031,29.386,13.354,12.771,10.167,9.0,3.625
2014-07-24,12.528,20.827,8.298,11.764,8.75,9.792,3.273
2014-07-25,10.99,18.021,7.031,54.787,46.208,9.708,5.042
2014-07-26,16.552,26.198,9.646,55.052,45.875,9.417,5.833
2014-07-27,8.948,13.948,5.0,17.354,12.833,7.375,3.667
2014-07-28,8.792,17.542,8.75,11.729,10.208,8.0,3.375
2014-07-29,11.656,19.073,7.417,31.25,25.417,9.583,4.625
2014-07-30,13.24,19.386,6.146,40.896,35.375,11.167,4.917
2014-07-31,12.444,18.854,6.409,28.24,24.292,8.391,4.273
2014-08-01,9.958,15.271,5.312,30.031,23.208,5.75,4.125
2014-08-02,8.198,12.927,4.729,19.937,17.0,5.958,3.75
2014-08-03,8.906,13.979,5.073,24.323,20.75,6.792,3.792
2014-08-04,12.042,19.875,7.833,19.646,16.708,6.458,3.167
2014-08-05,11.615,24.51,12.896,7.406,5.542,5.0,3.333
2014-08-06,10.042,21.135,11.094,6.073,5.375,4.833,3.208
2014-08-07,11.721,23.907,12.186,8.713,6.348,4.0,3.524
2014-08-08,11.886,21.51,9.625,9.417,8.417,3.667,3.917
2014-08-09,8.438,14.864,6.427,7.917,7.208,3.75,3.375
2014-08-10,5.573,9.094,3.521,7.562,7.292,3.375,2.708
2014-08-11,6.084,11.938,5.854,4.802,4.167,3.375,2.125
2014-08-12,5.969,10.594,4.625,14.469,12.5,4.208,3.083
2014-08-13,7.032,13.656,6.625,8.945,6.083,3.5,3.417
2014-08-14,7.218,14.41,7.192,5.729,4.25,2.958,3.318
2014-08-15,6.864,13.76,6.896,4.375,4.208,3.0,3.875
2014-08-16,6.323,12.177,5.854,4.844,4.708,4.0,3.25
2014-08-17,7.208,11.76,4.552,10.927,9.375,4.5,3.083
2014-08-18,11.292,19.667,8.375,9.458,6.917,4.458,3.458
2014-08-19,14.167,28.385,14.219,7.667,5.75,4.0,4.333
2014-08-20,10.396,20.542,10.146,9.667,7.5,3.333,3.333
2014-08-21,7.788,14.238,6.451,9.386,6.917,3.125,3.136
2014-08-22,12.594,23.073,10.479,9.718,7.5,3.708,3.917
2014-08-23,9.334,14.875,5.542,18.948,15.542,4.125,3.708
2014-08-24,6.23,10.531,4.302,10.781,9.292,3.25,3.0
2014-08-25,7.594,15.406,7.812,4.219,4.583,3.958,3.083
2014-08-26,6.844,12.323,5.479,5.604,3.75,4.75,2.792
2014-08-27,9.716,19.769,10.052,5.15,5.25,4.13,3.318
2014-08-28,8.792,17.625,8.833,6.927,6.375,3.417,2.958
2014-08-29,9.802,18.312,8.51,9.427,7.167,3.917,3.208
2014-08-30,10.177,17.708,7.531,8.438,7.542,4.0,3.208
2014-08-31,7.729,13.938,6.208,8.396,7.417,3.833,2.875
2014-09-01,10.51,18.198,7.688,10.136,9.458,4.083,3.167
2014-09-02,10.302,17.969,7.667,12.188,9.375,4.083,3.083
2014-09-03,10.531,19.062,8.531,11.562,10.375,4.042,3.375
2014-09-04,9.702,16.826,7.124,8.438,6.458,3.0,2.952
2014-09-05,10.302,18.604,8.302,6.823,4.917,2.833,3.333
2014-09-06,7.729,14.125,6.396,5.958,6.042,2.917,3.083
2014-09-07,7.594,14.156,6.562,7.26,6.875,3.125,3.333
2014-09-08,8.885,17.99,9.104,4.781,4.125,3.5,3.167
2014-09-09,10.26,20.542,10.282,7.886,7.333,3.25,3.583
2014-09-10,10.042,20.5,10.458,8.667,6.208,3.083,3.833
2014-09-11,10.443,18.493,8.049,5.073,4.826,3.167,3.429
2014-09-12,11.968,23.285,11.317,6.97,5.583,3.417,3.913
2014-09-13,9.062,15.532,6.469,4.615,5.708,6.208,2.625
2014-09-14,8.688,17.854,9.167,9.083,8.125,5.25,3.042
2014-09-15,9.552,16.844,7.292,10.323,9.167,4.0,3.292
2014-09-16,9.76,18.344,8.583,8.073,6.583,3.083,3.333
2014-09-17,6.375,16.341,9.966,3.72,3.609,3.174,3.042
2014-09-18,5.952,13.823,7.871,1.958,2.833,2.333,2.864
2014-09-19,7.396,15.458,8.063,3.396,3.375,2.25,2.958
2014-09-20,8.823,19.51,10.688,4.927,4.208,2.917,3.875
2014-09-21,7.604,17.125,9.521,5.104,5.375,3.583,3.25
2014-09-22,11.573,23.302,11.729,11.062,8.667,3.25,3.833
2014-09-23,12.427,23.354,10.927,12.0,11.5,3.417,4.292
2014-09-24,15.635,29.854,14.219,13.583,11.75,3.583,4.045
2014-09-25,10.257,16.566,6.309,8.854,7.792,2.0,2.958
2014-09-26,9.195,19.93,10.736,5.271,4.5,3.417,3.083
2014-09-27,11.569,23.875,12.306,8.135,7.667,4.042,3.708
2014-09-28,8.75,16.139,7.389,10.844,9.667,2.0,3.083
2014-09-29,13.111,31.486,18.375,8.854,7.5,2.667,4.542
2014-09-30,10.194,21.389,11.195,6.625,5.375,,3.042
2014-10-01,10.378,25.504,15.125,4.95,4.042,,3.417
2014-10-02,14.542,29.636,15.094,7.645,7.5,3.75,3.955
2014-10-03,16.604,31.885,15.282,13.75,9.375,2.708,3.875
2014-10-04,9.396,19.74,10.344,6.396,5.833,2.625,3.083
2014-10-05,8.937,19.281,10.344,9.531,8.292,3.417,3.5
2014-10-06,12.794,27.418,14.624,8.562,8.105,3.818,3.917
2014-10-07,11.98,27.166,15.187,10.634,10.542,2.875,4.0
2014-10-08,13.583,28.11,14.527,17.737,13.917,2.875,3.75
2014-10-09,13.646,24.994,11.349,22.396,18.083,3.417,4.545
2014-10-10,7.76,13.521,5.76,12.49,11.5,2.75,3.083
2014-10-11,6.864,11.823,4.958,13.74,9.833,3.625,2.958
2014-10-12,11.938,22.75,10.813,5.49,5.708,2.458,4.042
2014-10-13,10.156,20.021,9.865,10.615,8.458,2.167,3.333
2014-10-14,11.198,23.198,12.0,7.875,7.0,3.083,3.292
2014-10-15,12.698,27.114,14.417,5.854,5.958,2.25,3.864
2014-10-16,14.656,29.23,14.575,8.342,6.913,2.583,3.792
2014-10-17,13.823,27.281,13.458,4.969,5.5,2.417,3.667
2014-10-18,10.177,19.823,9.646,13.688,11.75,2.375,3.583
2014-10-19,15.656,29.084,13.427,11.021,10.5,2.667,4.375
2014-10-20,15.323,24.698,9.375,20.448,16.5,3.375,3.889
2014-10-21,10.729,19.636,8.906,17.969,15.292,3.292,3.556
2014-10-22,13.882,32.248,18.366,9.508,8.217,2.524,4.167
2014-10-23,16.396,33.312,16.916,14.979,13.625,2.417,4.917
2014-10-24,18.458,35.292,16.833,11.062,10.25,1.667,4.583
2014-10-25,14.5,23.01,8.51,20.948,17.75,2.292,3.667
2014-10-26,7.802,13.114,5.312,18.708,17.042,3.833,2.75
2014-10-27,10.156,23.083,12.927,7.948,7.0,2.583,3.667
2014-10-28,7.438,18.042,10.604,2.896,1.458,1.792,2.708
2014-10-29,8.427,17.738,9.311,4.596,3.917,1.875,2.591
2014-10-30,21.792,53.636,31.844,9.594,7.833,2.417,5.708
2014-10-31,20.854,40.562,19.708,26.083,20.292,1.958,4.708
2014-11-01,30.354,55.458,25.104,50.01,41.917,5.625,7.833
2014-11-02,17.49,31.364,13.875,17.281,10.042,2.458,4.792
2014-11-03,6.0,11.99,5.99,4.656,4.625,1.708,2.5
2014-11-04,5.927,12.156,6.229,9.552,9.292,2.542,2.5
2014-11-05,16.375,31.271,14.896,10.646,8.542,3.25,3.917
2014-11-06,11.773,25.899,14.126,15.134,12.875,2.125,3.682
2014-11-07,9.51,18.948,9.438,7.302,5.333,2.792,2.667
2014-11-08,9.844,17.979,8.136,14.177,11.0,2.625,2.917
2014-11-09,14.302,26.198,11.896,11.666,8.958,2.167,3.917
2014-11-10,15.006,27.076,12.07,13.658,11.913,2.435,3.833
2014-11-11,25.604,59.604,34.0,17.969,14.542,2.864,5.542
2014-11-12,17.521,37.24,19.719,10.584,8.125,2.167,4.208
2014-11-13,7.416,15.529,8.113,11.376,9.833,3.083,2.773
2014-11-14,13.218,26.938,13.719,5.99,5.583,2.75,3.125
2014-11-15,9.885,21.5,11.615,4.062,5.0,2.083,3.125
2014-11-16,9.052,17.906,8.854,6.989,5.458,2.0,2.958
2014-11-17,17.198,37.218,20.021,6.864,6.792,2.0,5.0
2014-11-18,14.562,31.062,16.5,5.625,4.75,2.125,3.75
2014-11-19,11.304,22.984,11.68,9.839,10.826,2.522,3.364
2014-11-20,18.625,43.99,25.365,17.761,15.375,2.545,5.833
2014-11-21,23.386,54.26,30.875,10.666,9.333,2.292,6.25
2014-11-22,16.344,31.083,14.74,15.021,11.875,1.19,4.458
2014-11-23,9.833,20.125,10.292,7.614,6.083,2.042,3.458
2014-11-24,13.573,28.198,14.625,8.396,6.5,1.542,3.333
2014-11-25,13.49,27.021,13.531,10.864,9.0,3.958,3.958
2014-11-26,22.999,51.574,28.575,10.562,8.25,3.25,5.708
2014-11-27,21.446,49.064,27.618,9.542,7.917,2.0,5.409
2014-11-28,19.625,43.396,23.771,16.396,12.125,2.417,5.458
2014-11-29,19.359,41.936,22.578,18.781,15.292,2.292,5.708
2014-11-30,18.51,37.114,18.604,18.51,14.917,2.917,5.542
2014-12-01,12.969,21.344,8.375,11.379,7.583,2.833,3.625
2014-12-02,7.812,17.802,9.99,8.625,7.5,2.792,2.917
2014-12-03,11.854,23.521,11.666,5.396,5.583,2.958,3.042
2014-12-04,18.532,39.44,20.907,6.656,6.25,3.174,4.333
2014-12-05,14.198,31.604,17.406,6.115,4.208,2.417,3.75
2014-12-06,9.51,21.49,11.979,3.104,3.125,2.208,3.125
2014-12-07,7.344,15.188,7.844,3.652,3.708,2.0,2.542
2014-12-08,16.729,37.302,20.573,5.124,3.792,2.583,3.875
2014-12-09,14.073,29.604,15.531,4.406,4.833,2.333,3.208
2014-12-10,18.792,38.375,19.584,9.812,9.042,3.292,4.083
2014-12-11,17.612,34.781,17.168,11.596,9.083,3.75,4.273
2014-12-12,12.386,26.427,14.042,9.094,7.208,3.417,3.583
2014-12-13,10.062,21.25,11.188,5.192,5.708,2.542,3.0
2014-12-14,8.281,18.25,9.969,3.708,4.833,2.542,2.417
2014-12-15,21.761,44.958,23.198,4.719,2.958,2.917,3.958
2014-12-16,22.677,48.271,25.594,5.719,3.708,3.458,3.583
2014-12-17,9.198,19.25,10.052,3.625,4.583,2.5,2.625
2014-12-18,6.41,12.079,5.67,6.86,5.292,1.957,2.045
2014-12-19,15.43,33.972,18.542,5.104,4.792,2.708,3.583
2014-12-20,13.833,27.375,13.542,7.323,7.333,3.708,3.667
2014-12-21,6.195,13.305,7.111,8.041,7.417,3.042,2.583
2014-12-22,11.486,27.194,15.708,5.552,5.042,3.042,3.167
2014-12-23,10.695,23.264,12.569,7.927,7.458,2.667,2.875
2014-12-24,19.944,47.736,27.792,8.531,6.583,3.417,4.625
2014-12-25,14.639,33.23,18.591,3.978,3.652,2.458,3.409
2014-12-26,13.147,26.521,13.374,4.438,4.5,2.625,3.125
2014-12-27,16.833,33.166,16.334,6.49,5.917,2.625,3.833
2014-12-28,22.521,42.958,20.437,8.25,5.167,2.167,4.125
2014-12-29,21.302,40.302,19.0,20.385,16.625,3.958,5.458
2014-12-30,13.219,25.229,12.01,31.687,25.917,6.167,5.292
2014-12-31,9.01,17.323,8.312,13.177,11.0,3.5,3.458
2015-01-01,7.906,14.438,6.542,6.552,5.5,2.042,2.708
2015-01-02,12.542,22.802,10.292,24.312,16.542,3.375,4.417
2015-01-03,7.875,16.635,8.823,14.073,13.833,2.917,3.042
2015-01-04,8.963,19.3,10.394,5.406,4.292,2.292,2.714
2015-01-05,8.5,18.531,10.01,6.469,4.583,2.417,3.167
2015-01-06,11.781,25.468,13.667,5.719,4.875,2.292,3.208
2015-01-07,9.954,21.592,11.691,6.364,6.083,2.5,3.048
2015-01-08,11.75,25.312,13.532,4.687,3.083,2.208,3.208
2015-01-09,10.979,21.042,10.042,4.573,4.042,2.333,3.25
2015-01-10,9.125,18.114,8.968,6.5,4.375,2.375,2.833
2015-01-11,7.594,15.698,8.114,2.667,0.667,2.0,2.542
2015-01-12,12.312,25.896,13.583,4.292,3.833,2.042,3.333
2015-01-13,16.834,34.146,17.302,5.75,3.917,2.375,4.167
2015-01-14,13.734,27.162,13.406,4.21,3.478,2.261,3.571
2015-01-15,24.229,47.698,23.427,6.865,7.25,3.125,3.833
2015-01-16,12.333,25.052,12.729,4.198,2.375,2.125,2.875
2015-01-17,14.594,28.74,14.156,2.344,1.083,1.958,3.583
2015-01-18,28.667,53.073,24.5,6.854,9.417,4.583,3.792
2015-01-19,13.927,25.896,12.083,3.24,8.708,3.208,2.0
2015-01-20,6.208,11.354,5.208,4.75,3.083,1.958,
2015-01-21,11.213,22.16,10.968,3.958,1.5,2.0,
2015-01-22,11.719,23.854,12.167,3.062,2.917,2.0,
2015-01-23,16.24,30.25,14.021,4.594,3.417,2.292,
2015-01-24,21.604,38.479,16.886,5.49,6.333,3.125,
2015-01-25,19.688,37.406,17.719,5.344,6.0,2.625,
2015-01-26,23.114,42.427,19.323,9.136,5.667,2.542,
2015-01-27,15.104,28.698,13.667,13.094,8.583,3.208,3.714
2015-01-28,11.315,22.857,11.617,10.795,7.5,3.125,3.25
2015-01-29,10.01,19.521,9.532,5.458,3.917,2.5,3.0
2015-01-30,18.531,38.135,19.615,7.0,5.25,2.417,3.583
2015-01-31,8.76,17.26,8.573,5.26,4.5,2.333,2.667
2015-02-01,10.136,20.281,10.094,6.656,5.75,2.417,3.25
2015-02-02,11.083,21.74,10.646,7.646,5.333,2.333,3.167
2015-02-03,13.229,25.677,12.438,7.427,4.833,2.333,3.625
2015-02-04,18.636,32.553,13.908,8.51,4.792,2.292,3.455
2015-02-05,12.156,23.344,11.177,10.521,7.417,2.667,3.25
2015-02-06,11.0,20.958,9.979,4.167,4.167,2.083,2.917
2015-02-07,8.25,16.76,8.479,7.656,6.542,2.25,2.708
2015-02-08,21.031,37.396,16.385,11.104,6.958,2.917,4.625
2015-02-09,16.688,33.167,16.573,12.354,7.333,3.125,3.958
2015-02-10,8.562,15.792,7.198,11.51,9.125,2.583,3.0
2015-02-11,12.667,24.614,11.969,6.688,6.125,2.5,3.667
2015-02-12,41.448,94.998,53.538,16.827,13.542,4.043,7.952
2015-02-13,28.958,54.25,25.385,15.104,8.083,3.583,5.25
2015-02-14,19.427,34.896,15.469,7.281,2.958,2.667,4.042
2015-02-15,8.677,18.156,9.458,3.364,2.833,2.0,2.875
2015-02-16,15.385,28.469,13.062,7.375,5.208,2.458,3.542
2015-02-17,11.19,21.876,10.696,6.253,6.435,2.708,2.909
2015-02-18,22.584,42.531,19.969,12.052,10.25,3.083,4.5
2015-02-19,24.104,46.708,22.635,20.729,15.542,3.25,5.292
2015-02-20,12.948,20.677,7.729,15.062,14.083,3.583,3.708
2015-02-21,11.115,20.479,9.458,8.021,7.083,2.333,3.042
2015-02-22,12.094,22.458,10.406,9.021,8.542,2.5,3.458
2015-02-23,16.084,29.708,13.584,11.614,7.417,2.875,3.542
2015-02-24,10.375,20.781,10.364,3.969,2.333,2.0,3.042
2015-02-25,11.206,22.016,10.885,5.479,4.167,2.0,3.091
2015-02-26,13.396,24.677,11.271,6.584,7.792,2.292,3.542
2015-02-27,11.438,19.812,8.427,7.292,7.417,2.333,3.458
2015-02-28,14.042,22.677,8.76,7.636,6.958,2.667,3.5
2015-03-01,7.917,14.271,6.323,7.427,6.125,2.042,2.458
2015-03-02,13.927,26.271,12.386,3.875,4.208,2.208,3.125
2015-03-03,26.082,45.776,19.851,11.69,10.292,3.917,4.0
2015-03-04,21.75,42.615,20.823,8.699,7.292,3.417,4.083
2015-03-05,21.875,39.886,18.062,7.812,5.958,2.792,4.917
2015-03-06,17.792,29.25,11.365,6.094,4.417,3.083,4.167
2015-03-07,14.386,26.51,12.177,25.375,13.917,2.667,4.042
2015-03-08,19.198,34.25,15.271,29.781,15.667,4.333,3.917
2015-03-09,9.262,18.4,9.149,12.464,9.083,2.87,3.25
2015-03-10,11.854,23.823,11.99,14.781,9.458,2.458,3.571
2015-03-11,11.156,21.468,10.323,12.167,8.792,2.583,3.458
2015-03-12,9.271,18.542,9.312,8.021,6.167,2.542,3.333
2015-03-13,9.125,16.25,7.156,8.542,5.375,2.667,2.958
2015-03-14,16.823,30.052,13.312,20.823,14.417,3.542,4.417
2015-03-15,9.583,17.312,7.708,11.375,8.625,3.333,3.083
2015-03-16,11.208,19.823,8.75,23.323,17.0,4.5,3.542
2015-03-17,13.025,21.24,8.192,33.24,24.75,5.417,4.864
2015-03-18,23.521,35.333,11.864,30.542,22.208,6.458,5.208
2015-03-19,14.625,23.531,8.99,24.125,16.042,3.583,4.208
2015-03-20,5.427,9.854,4.531,8.99,5.5,3.208,2.708
2015-03-21,8.584,15.938,7.375,4.615,3.875,2.417,3.042
2015-03-22,10.292,20.812,10.552,5.344,4.208,2.75,2.917
2015-03-23,8.5,16.218,7.74,4.51,4.0,2.375,3.167
2015-03-24,11.646,25.094,13.448,3.312,0.87,2.25,3.5
2015-03-25,10.01,19.302,9.334,3.758,1.125,2.125,3.048
2015-03-26,9.666,16.875,7.323,4.708,2.083,2.667,3.292
2015-03-27,8.719,13.896,5.24,12.094,8.708,3.75,3.333
2015-03-28,10.521,20.406,9.927,10.573,8.167,3.5,3.667
2015-03-29,17.229,27.521,10.312,12.656,8.417,5.792,4.0
2015-03-30,11.292,17.782,6.458,16.302,11.958,3.917,3.917
2015-03-31,10.906,19.607,8.734,24.345,16.458,3.667,3.556
2015-04-01,11.886,21.104,9.271,8.302,6.0,3.083,3.773
2015-04-02,13.469,21.636,8.25,7.636,6.958,3.042,3.75
2015-04-03,11.572,18.816,7.257,8.166,5.208,2.208,3.417
2015-04-04,9.281,15.229,6.042,6.677,6.625,3.0,3.25
2015-04-05,7.958,12.438,4.583,6.896,5.208,3.25,2.917
2015-04-06,10.844,19.677,8.844,6.385,6.125,2.5,3.417
2015-04-07,8.032,15.979,7.937,10.562,6.417,3.0,2.75
2015-04-08,8.438,16.208,7.823,5.302,5.417,3.125,3.0
2015-04-09,12.862,20.654,7.917,8.702,7.913,2.957,3.167
2015-04-10,13.969,23.584,9.646,6.865,5.0,2.5,3.792
2015-04-11,12.219,20.01,7.854,7.542,5.917,1.667,3.125
2015-04-12,8.635,14.26,5.708,11.427,10.75,2.542,3.125
2015-04-13,14.51,23.312,8.823,11.469,10.542,3.304,4.0
2015-04-14,17.021,25.844,8.896,12.104,7.667,3.333,3.875
2015-04-15,18.427,31.292,12.906,12.333,7.542,2.708,4.083
2015-04-16,13.698,23.988,10.312,5.334,5.458,2.042,3.682
2015-04-17,12.958,21.51,8.636,10.333,8.833,2.292,3.875
2015-04-18,8.604,13.542,5.01,25.875,15.75,2.25,3.0
2015-04-19,7.302,12.948,5.76,4.771,3.792,1.875,2.875
2015-04-20,16.573,27.583,11.042,5.784,3.042,2.75,3.833
2015-04-21,8.844,15.145,6.312,13.866,10.042,1.958,3.125
2015-04-22,12.656,19.417,6.823,24.448,18.958,2.583,3.375
2015-04-23,17.526,25.759,8.422,18.01,13.75,4.417,3.81
2015-04-24,10.708,16.146,5.562,21.219,14.625,3.667,3.333
2015-04-25,9.01,15.271,6.26,10.49,9.042,3.042,2.917
2015-04-26,5.448,7.979,2.636,19.865,14.708,4.125,2.667
2015-04-27,14.125,18.812,4.75,36.662,26.208,6.25,4.042
2015-04-28,12.604,17.719,5.24,47.979,32.083,3.458,4.583
2015-04-29,15.135,20.771,5.719,35.0,26.458,4.792,4.208
2015-04-30,20.262,29.355,9.083,28.694,21.375,6.292,3.909
2015-05-01,13.771,21.166,7.479,27.771,21.208,5.458,3.75
2015-05-02,14.052,20.021,6.031,23.354,17.708,6.542,3.833
2015-05-03,14.24,19.302,5.156,23.532,15.208,6.083,3.5
2015-05-04,13.604,20.188,6.594,19.719,12.542,5.458,3.208
2015-05-05,4.312,7.656,3.49,15.032,12.125,3.75,2.208
2015-05-06,5.542,9.542,4.073,37.396,22.208,3.75,2.292
2015-05-07,7.425,13.793,6.473,35.916,20.792,3.304,2.476
2015-05-08,11.938,19.864,7.896,24.135,15.5,3.375,3.0
2015-05-09,6.531,13.208,6.635,6.896,3.917,1.833,2.542
2015-05-10,5.812,10.812,5.031,4.948,4.542,2.625,2.292
2015-05-11,9.782,16.198,6.323,10.448,8.083,3.292,2.75
2015-05-12,15.51,23.458,8.01,12.812,7.542,3.958,3.167
2015-05-13,11.042,17.271,6.219,14.864,9.667,2.0,3.375
2015-05-14,10.278,19.417,9.181,10.714,6.652,2.0,3.429
2015-05-15,10.823,18.167,7.365,5.375,4.792,2.125,3.208
2015-05-16,8.042,12.958,5.0,6.063,5.25,1.667,2.542
2015-05-17,5.156,9.938,4.885,8.042,5.875,2.042,2.333
2015-05-18,12.792,21.115,8.427,8.75,8.375,3.917,3.333
2015-05-19,9.792,15.073,5.333,10.188,7.583,3.083,2.875
2015-05-20,10.521,17.604,7.052,7.698,5.25,2.0,3.167
2015-05-21,9.256,16.326,6.965,4.458,4.167,2.208,3.19
2015-05-22,13.875,20.042,6.292,14.865,11.75,3.0,3.333
2015-05-23,11.604,17.167,5.667,14.844,12.833,3.792,3.417
2015-05-24,6.385,11.344,4.969,10.104,7.792,3.542,2.792
2015-05-25,12.219,20.229,8.01,5.114,5.292,5.417,2.958
2015-05-26,10.802,17.573,6.781,13.073,9.5,3.417,2.958
2015-05-27,7.917,13.562,5.625,4.052,3.833,2.875,2.458
2015-05-28,12.232,18.734,6.598,10.84,8.458,3.792,3.143
2015-05-29,16.062,22.479,6.5,19.406,15.667,5.125,3.333
2015-05-30,12.698,18.146,5.573,20.344,17.625,4.333,3.292
2015-05-31,5.656,10.114,4.573,9.406,8.458,3.333,2.292
2015-06-01,8.333,13.927,5.625,6.156,6.5,5.0,1.875
2015-06-02,9.25,13.646,4.427,16.24,12.125,3.875,2.375
2015-06-03,11.729,17.5,5.854,18.271,12.25,3.917,3.208
2015-06-04,6.954,13.708,6.764,3.77,1.417,4.391,2.524
2015-06-05,7.406,15.177,7.802,4.896,2.833,2.875,2.542
2015-06-06,6.114,11.875,5.834,5.0,4.0,2.458,2.25
2015-06-07,5.416,10.177,4.708,3.865,2.75,2.458,2.0
2015-06-08,13.156,21.427,8.323,7.719,7.042,5.25,3.375
2015-06-09,8.979,14.854,5.792,6.927,4.542,2.708,2.5
2015-06-10,8.677,15.99,7.271,3.76,2.417,1.75,2.625
2015-06-11,8.955,16.201,7.328,3.834,3.208,2.25,2.455
2015-06-12,9.146,15.104,6.031,5.552,6.583,2.917,2.542
2015-06-13,12.094,19.25,7.26,10.25,7.417,2.875,3.125
2015-06-14,5.187,8.552,3.375,12.552,8.917,2.125,2.167
2015-06-15,8.062,13.416,5.365,13.614,9.792,3.25,2.75
2015-06-16,7.75,12.552,4.854,17.358,13.5,3.25,3.0
2015-06-17,9.812,15.938,6.166,19.805,15.5,4.333,3.417
2015-06-18,11.0,17.577,6.641,11.719,10.783,6.625,2.81
2015-06-19,9.417,15.052,5.646,9.781,9.208,5.083,2.417
2015-06-20,6.99,12.625,5.688,9.688,8.125,3.125,2.417
2015-06-21,6.823,11.656,4.823,6.646,6.458,4.292,2.458
2015-06-22,8.167,14.084,5.958,10.292,8.542,2.625,2.583
2015-06-23,8.083,16.073,8.0,5.802,4.292,2.417,2.583
2015-06-24,7.25,14.927,7.75,5.167,3.833,2.75,2.458
2015-06-25,12.264,21.308,9.064,11.812,8.208,3.0,3.0
